"articleID","attributes","record"
610,"journal","Research on Social Work Practice"
610,"pubYear","1995"
610,"author","Tutty, Leslie M."
669,"article","Crime victims confront their offenders: The impact of a Minneapolis mediation program."
669,"journal","Research on Social Work Practice"
669,"pubYear","1994"
669,"author","Umbreit, Mark S."
671,"article","Social support resource outcomes for the clients of two assertive community treatment teams."
671,"journal","Research on Social Work Practice"
671,"pubYear","1994"
671,"author","Walsh, Joseph"
675,"article","Evaluating the effectiveness of a social skills program for preadolescents."
675,"journal","Research on Social Work Practice"
675,"pubYear","1994"
675,"author","Hepler, Juanita B."
737,"article","Social work research: Priorities and obstacles."
737,"journal","Research on Social Work Practice"
737,"pubYear","1994"
737,"author","Gambrill, Eileen"
738,"article","Practice evaluation in the context of managed care: Case-recording methods for quality assurance reviews."
738,"journal","Research on Social Work Practice"
738,"pubYear","1994"
738,"author","Corcoran, Kevin"
738,"author","Gingerich, Wallace J."
739,"article","Testing the effects of dietary lecithin on memory in the elderly: An example of social work/medical research collaboration."
739,"journal","Research on Social Work Practice"
739,"pubYear","1994"
739,"author","Safford, Florence"
739,"author","Baumel, Barry"
740,"article","Evaluating a self-help approach to helping a phobic child: A profile analysis."
740,"journal","Research on Social Work Practice"
740,"pubYear","1994"
740,"author","Secret, Mary"
740,"author","Bloom, Martin"
741,"article","Evaluating narrative family therapy using single-system research designs."
741,"journal","Research on Social Work Practice"
741,"pubYear","1994"
741,"author","Besa, David"
742,"article","Cognitive behavioral treatment of perfectionism: Initial evaluation studies."
742,"journal","Research on Social Work Practice"
742,"pubYear","1994"
742,"author","Ferguson, Kirsten L."
742,"author","Rodway, Margaret R."
743,"article","Psychosocial treatment of depression in women: Nine single-subject evaluations."
743,"journal","Research on Social Work Practice"
743,"pubYear","1994"
743,"author","Jensen, Carla"
1026,"article","Teaching adolescents about alcohol and driving: A 2-year follow-up study."
1026,"journal","Research on Social Work Practice"
1026,"pubYear","1994"
1026,"author","Wodarski, John S."
1026,"author","Bordnick, Patrick S."
1029,"article","Assisting unemployed older workers to become reemployed: An experimental evaluation."
1029,"journal","Research on Social Work Practice"
1029,"pubYear","1994"
1029,"author","Rife, John C."
1029,"author","Belcher, John R."
1030,"article","Social work practice with caregivers of frail older adults."
1030,"journal","Research on Social Work Practice"
1030,"pubYear","1994"
1030,"author","McCallion, Philip"
1030,"author","Toseland, Ronald W."
1030,"author","Diehl, Manfred"
1031,"article","The effectiveness of brief counseling services for battered women."
1031,"journal","Research on Social Work Practice"
1031,"pubYear","1994"
1031,"author","Mancoske, Ronald J."
1031,"author","Standifer, Dale"
1031,"author","Cauley, Cathleen"
1034,"article","Reducing AIDS risks among dually disordered adults."
1034,"journal","Research on Social Work Practice"
1034,"pubYear","1994"
1034,"author","Hanson, Meredith"
1034,"author","Cancel, John"
1034,"author","Rolon, Ana"
1035,"article","Videotaped training of job-related social skills using peer-modeling: An evaluation of social validity."
1035,"journal","Research on Social Work Practice"
1035,"pubYear","1994"
1035,"author","Sundel, Sandra S."
1044,"article","Content analysis in design and development."
1044,"journal","Research on Social Work Practice"
1044,"pubYear","1994"
1044,"author","Reid, William J."
1044,"author","Bailey-Dempsey, Cynthia"
1045,"article","Estimating the reduction in nonresponse bias from using a mail survey as a backup for nonrespondents to a telephone interview survey."
1045,"journal","Research on Social Work Practice"
1045,"pubYear","1994"
1045,"author","Bowen, Gary L."
1123,"article","Behavior analysis and community practice: A review."
1123,"journal","Research on Social Work Practice"
1123,"pubYear","1993"
1123,"author","Mattaini, Mark A."
1124,"article","Federal policy for the protection of human subjects: Applications to research on social work practice."
1124,"journal","Research on Social Work Practice"
1124,"pubYear","1993"
1124,"author","Grigsby, R. Kevin"
1124,"author","Roof, Heidi L."
1125,"article","The impending demise of 'designer diagnoses': Implications for the use of concepts in practice."
1125,"journal","Research on Social Work Practice"
1125,"pubYear","1993"
1125,"author","Bentley, Kia J."
1125,"author","Harrison, Dianne F."
1125,"author","Hudson, Walter W."
1242,"article","Counseling update: A flexible monitoring method for the client and practitioner."
1242,"journal","Research on Social Work Practice"
1242,"pubYear","1993"
1242,"author","Freiband, David"
1242,"author","Jayaratne, Srinika"
1242,"author","Talsma, Eugene"
1242,"author","Tommasulo, Charles"
1244,"article","Social work practice with a bulimic population: A comparative evaluation of purgers and nonpurgers."
1244,"journal","Research on Social Work Practice"
1244,"pubYear","1993"
1244,"author","Saunders, Ronna I."
1244,"author","Saunders, David N."
1245,"article","The effectiveness of a psychoeducational support service to families of persons with a chronic mental illness."
1245,"journal","Research on Social Work Practice"
1245,"pubYear","1993"
1245,"author","Hugen, Beryl"
1247,"article","Combining cluster and discriminant analysis to develop a social bond typology of runaway youth."
1247,"journal","Research on Social Work Practice"
1247,"pubYear","1993"
1247,"author","Cherry, Andrew"
1249,"article","Validation of a clinical measure of self-esteem."
1249,"journal","Research on Social Work Practice"
1249,"pubYear","1993"
1249,"author","Nugent, William R."
1249,"author","Thomas, Janita W."
1452,"article","A statewide evaluation of family preservation and family reunification services."
1452,"journal","Research on Social Work Practice"
1452,"pubYear","1993"
1452,"author","Nugent, William R."
1452,"author","Carpenter, Drucilla"
1452,"author","Parks, Joe"
1453,"article","Evaluating a behaviorally based intervention to improve client retention in therapeutic community treatment for drug dependency."
1453,"journal","Research on Social Work Practice"
1453,"pubYear","1993"
1453,"author","Goldapple, Gary C."
1453,"author","Montgomery, Dianne"
1454,"article","Community service by offenders: Agency experiences and attitudes."
1454,"journal","Research on Social Work Practice"
1454,"pubYear","1993"
1454,"location","Scotland"
1454,"author","McIvor, Gill"
1455,"article","Resident satisfaction with community residential care placement."
1455,"journal","Research on Social Work Practice"
1455,"pubYear","1993"
1455,"author","Davis, Andrew H."
1455,"author","Gerrard, Cynthia"
1456,"article","Group therapy with divorced persons: Empirically evaluating social work practice."
1456,"journal","Research on Social Work Practice"
1456,"pubYear","1993"
1456,"author","Vera, Maria I."
1529,"article","Family preservation workers: Sources of job satisfaction and job stress."
1529,"journal","Research on Social Work Practice"
1529,"pubYear","1992"
1529,"author","Tracy, Elizabeth M."
1529,"author","Bean, Nadine"
1529,"author","Gwatkin, Selma"
1529,"author","Hill, Barbara"
1532,"article","A controlled evaluation of comprehensive social services provided to teenage mothers receiving AFDC."
1532,"journal","Research on Social Work Practice"
1532,"pubYear","1992"
1532,"author","Lie, Gwat-yong"
1532,"author","Moroney, Robert M."
1535,"article","Principles of care for dually diagnosed homeless persons: Findings from a demonstration project."
1535,"journal","Research on Social Work Practice"
1535,"pubYear","1992"
1535,"author","Blankertz, Laura E."
1535,"author","Cnaan, Ram A."
1539,"article","Bias among African-Americans regarding skin color: Implications for social work practice."
1539,"journal","Research on Social Work Practice"
1539,"pubYear","1992"
1539,"author","Hall, Ronald E."
1596,"article","Multicomponent, school-based strategies to prevent HIV infection and sexually transmitted diseases among adolescents: Theory and research into practice."
1596,"journal","Research on Social Work Practice"
1596,"pubYear","1992"
1596,"author","Schinke, Steven P."
1596,"author","Orlandi, Mario A."
1596,"author","Forgey, Mary A."
1596,"author","Rugg, Deborah L."
1596,"author","et"
1597,"article","Social work assessment: Is there an empirical base?"
1597,"journal","Research on Social Work Practice"
1597,"pubYear","1992"
1597,"author","Meyer, Carol H."
1598,"article","The clientele of a child and family mental health agency: Empirically derived household clusters and practice implications."
1598,"journal","Research on Social Work Practice"
1598,"pubYear","1992"
1598,"author","Mattaini, Mark A."
1598,"author","Grellong, Bruce A."
1598,"author","Abramovitz, Robert"
1599,"article","Evaluating social work effectiveness."
1599,"journal","Research on Social Work Practice"
1599,"pubYear","1992"
1599,"author","Cheetham, Juliet"
1600,"article","Bereavement groups for inner-city children."
1600,"journal","Research on Social Work Practice"
1600,"pubYear","1992"
1600,"author","Schilling, Robert F."
1600,"author","Koh, Nina"
1600,"author","Abramovitz, Robert"
1600,"author","Gilbert, Louisa"
1654,"article","Empirical support for the effectiveness of respite care in reducing caregiver burden: A single-case analysis."
1654,"journal","Research on Social Work Practice"
1654,"pubYear","1992"
1654,"author","Richey, Cheryl A."
1654,"author","Hodges, Vanessa G."
1658,"article","Parent skills training: Expanding school-based services for adolescent mothers."
1658,"journal","Research on Social Work Practice"
1658,"pubYear","1992"
1658,"author","Kissman, Kris"
1659,"article","Marital therapy with parents to alleviate behavioral disorders in their children."
1659,"journal","Research on Social Work Practice"
1659,"pubYear","1992"
1659,"author","Snow, Doris J."
1663,"article","Evaluating the interrater reliability of process recordings."
1663,"journal","Research on Social Work Practice"
1663,"pubYear","1992"
1663,"author","Vourlekis, Betsy S."
1663,"author","Bembry, James"
1663,"author","Hall, Gladys"
1663,"author","Rosenblum, Phillip"
1664,"article","A checklist for the examination of cultural competence in social service agencies."
1664,"journal","Research on Social Work Practice"
1664,"pubYear","1992"
1664,"author","Dana, Richard H."
1664,"author","Behn, Joan D."
1664,"author","Gonwa, Terry"
1665,"article","The development of an instrument to measure the restrictiveness of children's living environments."
1665,"journal","Research on Social Work Practice"
1665,"pubYear","1992"
1665,"author","Thomlison, Barbara"
1665,"author","Krysik, Judy"
1820,"article","Training trainers: Evaluating services provided to children with HIV and their families."
1820,"journal","Research on Social Work Practice"
1820,"pubYear","1992"
1820,"author","DePoy, Elizabeth"
1820,"author","Burke, Janice P."
1820,"author","Sherwen, Laurie"
1821,"article","A retrospective evaluation of factors influencing successful outcomes on an inpatient psychiatric crisis unit."
1821,"journal","Research on Social Work Practice"
1821,"pubYear","1992"
1821,"author","Anthony, Dominic J."
1822,"article","Defining and measuring social support: Guidelines for social work practitioners."
1822,"journal","Research on Social Work Practice"
1822,"pubYear","1992"
1822,"author","Streeter, Calvin L."
1822,"author","Franklin, Cynthia"
1823,"article","Reliability of the foster care placement decision: A review."
1823,"journal","Research on Social Work Practice"
1823,"pubYear","1992"
1823,"author","Lindsey, Duncan"
1824,"article","Evaluating parent education groups: Effects on sense of competence and social isolation."
1824,"journal","Research on Social Work Practice"
1824,"pubYear","1992"
1824,"author","Barber, James G."
1825,"article","The affective impact of a clinical social worker's interviewing style: A series of single-case experiments."
1825,"journal","Research on Social Work Practice"
1825,"pubYear","1992"
1825,"author","Nugent, William R."
1902,"article","Monitoring practice on the agency level: An application in a residential care facility."
1902,"journal","Research on Social Work Practice"
1902,"pubYear","1991"
1902,"author","Benbenishty, Rami"
1903,"article","The effectiveness of outreach counseling and support groups for battered women: A preliminary evaluation."
1903,"journal","Research on Social Work Practice"
1903,"pubYear","1991"
1903,"author","Rubin, Allen"
1905,"article","Social group work with the family members of elderly nursing home residents with dementia: A controlled evaluation."
1905,"journal","Research on Social Work Practice"
1905,"pubYear","1991"
1905,"author","Dziegielewski, Sophia F."
1906,"article","A task-centered preventive group approach to create cohesion in the new stepfamily: A preliminary evaluation."
1906,"journal","Research on Social Work Practice"
1906,"pubYear","1991"
1906,"author","Bielenberg, Lynn T."
1908,"article","Measuring parents' perceptions of mental health professionals."
1908,"journal","Research on Social Work Practice"
1908,"pubYear","1991"
1908,"author","Cournoyer, David E."
1908,"author","Johnson, Harriette C."
1949,"article","Promoting research productivity among university faculty: An evaluation."
1949,"journal","Research on Social Work Practice"
1949,"pubYear","1991"
1949,"author","Wodarski, John S."
1950,"article","Technical assistance in community mental health: A model for social work consultants."
1950,"journal","Research on Social Work Practice"
1950,"pubYear","1991"
1950,"author","Sullivan, William P."
1951,"article","The Coping Skills Training Program for parents of children with developmental disabilities: An experimental evaluation."
1951,"journal","Research on Social Work Practice"
1951,"pubYear","1991"
1951,"author","Gammon, Elizabeth A."
1951,"author","Rose, Sheldon D."
1952,"article","Problem solving in social work practice: Implications for knowledge utilization."
1952,"journal","Research on Social Work Practice"
1952,"pubYear","1991"
1952,"author","Ashford, José B."
1952,"author","LeCroy, Craig W."
1953,"article","The effects of group treatment for men who batter: An 18-month follow-up study."
1953,"journal","Research on Social Work Practice"
1953,"pubYear","1991"
1953,"author","Edleson, Jeffrey L."
1953,"author","Syers, Maryann"
1954,"article","The association between complex types of therapist interventions and outcomes in psychodynamic psychotherapy."
1954,"journal","Research on Social Work Practice"
1954,"pubYear","1991"
1954,"author","Coady, Nick F."
2006,"article","Using bug-in-the-ear feedback in clinical supervision: Preliminary evaluations."
2006,"journal","Research on Social Work Practice"
2006,"pubYear","1991"
2006,"author","Gallant, J. Paul"
2006,"author","Thyer, Bruce A."
2006,"author","Bailey, Jon S."
2007,"article","Choosing weapons for the war on 'crack': An operant analysis."
2007,"journal","Research on Social Work Practice"
2007,"pubYear","1991"
2007,"author","Mattaini, Mark A."
2008,"article","Effects of a skills training intervention with juvenile delinquents."
2008,"journal","Research on Social Work Practice"
2008,"pubYear","1991"
2008,"author","Hawkins, J. David"
2008,"author","Jenson, Jeffrey M."
2008,"author","Catalano, Richard F."
2008,"author","Wells, Elizabeth A."
2009,"article","Evaluating the effectiveness of foster parent training."
2009,"journal","Research on Social Work Practice"
2009,"pubYear","1991"
2009,"author","Lee, Jane H."
2009,"author","Holland, Thomas P."
2010,"article","Applying clinical trials in social work practice."
2010,"journal","Research on Social Work Practice"
2010,"pubYear","1991"
2010,"author","Cnaan, Ram A."
2011,"article","The association between client and therapist interpersonal processes and outcomes in psychodynamic psychotherapy."
2011,"journal","Research on Social Work Practice"
2011,"pubYear","1991"
2011,"author","Coady, Nick F."
2133,"article","Guidelines for evaluating outcome studies on social work practice."
2133,"journal","Research on Social Work Practice"
2133,"pubYear","1991"
2133,"author","Thyer, Bruce A."
2134,"article","The influence of self-concept on change in client behaviors: A review."
2134,"journal","Research on Social Work Practice"
2134,"pubYear","1991"
2134,"author","Littrell, Jill"
2134,"author","Magel, Don"
2135,"article","Social work practice research on severe mental illness: Charting a future."
2135,"journal","Research on Social Work Practice"
2135,"pubYear","1991"
2135,"author","Hogarty, Gerard E."
2138,"article","Structured group work for the management of chronic pain: An experimental investigation."
2138,"journal","Research on Social Work Practice"
2138,"pubYear","1991"
2138,"author","Subramanian, Karen"
2147,"article","A short-form scale to measure alcohol abuse."
2147,"journal","Research on Social Work Practice"
2147,"pubYear","1991"
2147,"author","MacNeil, Gordon"
10348,"article","Psychometric properties of IES-R, short Arabic version in contexts of military violence."
10348,"journal","Research on Social Work Practice"
10348,"pubYear","2013"
10348,"location","Palestine"
10348,"author","Veronese, Guido"
10348,"author","Pepe, Alessandro"
10349,"article","Outcome studies in social work journals: A review of publication trends."
10349,"journal","Research on Social Work Practice"
10349,"pubYear","2013"
10349,"author","LeCroy, Craig W."
10349,"author","Williams, Lela Rankin"
10350,"article","Shared decision making for clients with mental illness: A randomized factorial survey."
10350,"journal","Research on Social Work Practice"
10350,"pubYear","2013"
10350,"author","Lukens, Jonathan M."
10350,"author","Solomon, Phyllis"
10350,"author","Sorenson, Susan B."
10351,"article","Effective single-parent training group program: Three system studies."
10351,"journal","Research on Social Work Practice"
10351,"pubYear","2013"
10351,"location","US"
10351,"author","Briggs, Harold E."
10351,"author","Miller, Keva M."
10351,"author","Orellana, E. Roberto"
10351,"author","Briggs, Adam C."
10351,"author","Cox, Wendell H."
10352,"article","Increasing access to evidence-based practices and knowledge and attitudes: A pilot study."
10352,"journal","Research on Social Work Practice"
10352,"pubYear","2013"
10352,"author","Leathers, Sonya J."
10352,"author","Strand, Tonya C."
10353,"article","Reshaping child welfare’s response to trauma: Assessment, evidence-based intervention, and new research perspectives."
10353,"journal","Research on Social Work Practice"
10353,"pubYear","2013"
10353,"author","Ai, Amy L."
10353,"author","Foster, Lovie J. Jackson"
10353,"author","Pecora, Peter J."
10353,"author","Delaney, Nancy"
10353,"author","Rodriguez, Wenceslao"
10354,"article","Parenting interventions implementation science: How delivery format impacts the parenting wisely program."
10354,"journal","Research on Social Work Practice"
10354,"pubYear","2013"
10354,"location","US"
10354,"author","Cotter, Katie L."
10354,"author","Bacallao, Martica"
10354,"author","Smokowski, Paul R."
10354,"author","Robertson, Caroline I. B."
10355,"article","Changes in intimate partner violence among women mandated to community services."
10355,"journal","Research on Social Work Practice"
10355,"pubYear","2013"
10355,"location","US"
10355,"author","Macy, Rebecca J."
10355,"author","Rizo, Cynthia F."
10355,"author","Guo, Shenyang"
10355,"author","Ermentrout, Dania M."
10356,"article","Fidelity in after-school program intervention research: A systematic review."
10356,"journal","Research on Social Work Practice"
10356,"pubYear","2013"
10356,"author","Maynard, Brandy R."
10356,"author","Peters, Kristen E."
10356,"author","Vaughn, Michael G."
10356,"author","Sarteschi, Christine M."
10357,"article","A randomized effectiveness trial of brief parent training: Six-month follow-up."
10357,"journal","Research on Social Work Practice"
10357,"pubYear","2013"
10357,"location","US"
10357,"author","Kjøbli, John"
10357,"author","Bjørnebekk, Gunnar"
10358,"article","Developing a reporting guideline for social and psychological intervention trials."
10358,"journal","Research on Social Work Practice"
10358,"pubYear","2013"
10358,"author","Grant, Sean"
10358,"author","Montgomery, Paul"
10358,"author","Hopewell, Sally"
10358,"author","Macdonald, Geraldine"
10358,"author","Moher, David"
10358,"author","Mayo-Wilson, Evan"
10703,"article","Issues in differential response."
10703,"journal","Research on Social Work Practice"
10703,"pubYear","2013"
10703,"author","Hughes, Ronald C."
10703,"author","Rycus, Judith S."
10703,"author","Saunders-Adams, Stacey M."
10703,"author","Hughes, Laura K."
10703,"author","Hughes, Kelli N."
10861,"article","Confirmatory factor analysis on the Professional Suitability Scale for Social Work Practice."
10861,"journal","Research on Social Work Practice"
10861,"pubYear","2013"
10861,"location","China"
10861,"author","Tam, Dora M. Y."
10861,"author","Twigg, Robert C."
10861,"author","Boey, Kam-Wing"
10861,"author","Kwok, Siu-Ming"
10862,"article","Validation of Family, School, and Peer Influence on Volunteerism Scale among adolescents."
10862,"journal","Research on Social Work Practice"
10862,"pubYear","2013"
10862,"location","China"
10862,"location","Hong Kong"
10862,"author","Law, Ben M. F."
10862,"author","Shek, Daniel T. L."
10862,"author","Ma, Cecilia M. S."
10863,"article","Development and validation of the Sorokin Psychosocial Love Inventory for divorced individuals."
10863,"journal","Research on Social Work Practice"
10863,"pubYear","2013"
10863,"author","D’Ambrosio, Joseph G."
10863,"author","Faul, Anna C."
10864,"article","Apprehensions and expectations of the adoption of systematically planned, outcome-oriented practice."
10864,"journal","Research on Social Work Practice"
10864,"pubYear","2013"
10864,"location","Israel"
10864,"author","Savaya, Riki"
10864,"author","Altschuler, Dorit"
10864,"author","Melamed, Sharon"
10865,"article","Implementing evidence-based practice education in social work: A transdisciplinary approach."
10865,"journal","Research on Social Work Practice"
10865,"pubYear","2013"
10865,"author","Bellamy, Jennifer L."
10865,"author","Mullen, Edward J."
10865,"author","Satterfield, Jason M."
10865,"author","Newhouse, Robin P."
10865,"author","Ferguson, Molly"
10865,"author","Brownson, Ross C."
10865,"author","Spring, Bonnie"
10866,"article","Virtual reality cue reactivity assessment: A comparison of treatment- vs. nontreatment-seeking smokers."
10866,"journal","Research on Social Work Practice"
10866,"pubYear","2013"
10866,"location","US"
10866,"author","Bordnick, Patrick S."
10866,"author","Yoon, Jin H."
10866,"author","Kaganoff, Eili"
10866,"author","Carter, Brian"
10867,"article","Common and specific factors approaches to home-based treatment: I-FAST and MST."
10867,"journal","Research on Social Work Practice"
10867,"pubYear","2013"
10867,"location","US"
10867,"author","Lee, Mo Yee"
10867,"author","Greene, Gilbert J."
10867,"author","Fraser, J. Scott"
10867,"author","Edwards, Shivani G."
10867,"author","Grove, David"
10867,"author","Solovey, Andrew D."
10867,"author","Scott, Pamela"
10868,"article","Pilot evaluation of a home visit parent training program in disadvantaged families."
10868,"journal","Research on Social Work Practice"
10868,"pubYear","2013"
10868,"location","Hong Kong"
10868,"author","Leung, Cynthia"
10868,"author","Tsang, Sandra"
10868,"author","Heung, Kitty"
10869,"article","An adapted brief strategic family therapy for gang-affiliated Mexican American adolescents."
10869,"journal","Research on Social Work Practice"
10869,"pubYear","2013"
10869,"location","US"
10869,"author","Valdez, Avelardo"
10869,"author","Cepeda, Alice"
10869,"author","Parrish, Danielle"
10869,"author","Horowitz, Rosalind"
10869,"author","Kaplan, Charles"
10870,"article","The effects of behavioral parent training on placement outcomes of biological families in a state child welfare system."
