"articleID","attributes","record"
29946,"article","Aging in Poverty: Making the Case for Comprehensive Care Management."
26572,"article","Aging parents of adult children with mental retardation: Is age a factor in their perception of burdens or gratifications?"
18987,"article","Aging services or services to the aging? Focus of a university-community curriculum development partnership to increase awareness of aging issues in social work practice."
509,"article","Aging stressors for holocaust survivors and their families."
11284,"article","Aging well and gay in rural America: A case study."
14133,"article","Aging with a severe mental illness: Challenges and treatments."
1327,"article","Alcohol abuse and medication misuse in older adults as estimated by service providers."
26663,"article","Alcohol and aging."
10836,"article","Alcohol misuse among older adult public housing residents."
24198,"article","Alcohol use and abuse in a population of community dwelling, frail older adults."
1760,"article","Altered roles: The meaning of placement for the spouse who remains in the community."
38629,"article","Alternative organizational models in home care."
13896,"article","Alzheimer's aggression: Influences on caregiver coping and resilience."
17524,"article","Alzheimer's disease and related dementias."
10365,"article","Alzheimer's in the workplace: A challenge for social work."
20079,"article","An Elder Abuse Shelter Program: Build It and They Will Come, A Long Term Care Based Program to Address Elder Abuse in the Community."
20183,"article","An Employee Assistance Program for Caregiver Support."
22091,"article","An Ethical Dilemma in Elder Abuse."
21979,"article","An Examination of Group Work with Old Lesbians Struggling with a Lack of Intimacy by Using a Record of Service."
22099,"article","An Exploratory Study of Social Work with Older Persons in Cuba: Implications for Social Work in the US."
22783,"article","An Exploratory Study of the Impact of the Year of 9/11 on Older Hispanic Immigrants in New York City."
33469,"article","An Observation of Assisted Living Environments: Space Use and Behavior."
4875,"article","An ecological view of aging: Luisa's plight."
949,"article","An ego function analysis for working with dementia clients."
24328,"article","An elder abuse case study: Caregiver stress or domestic violence? You decide."
23700,"article","An ethical dilemma in home care."
12082,"article","An evaluation study of a dementia screening program in Taiwan: An application of the theory of planned behaviors."
17924,"article","An exploration of mental health literacy among African American clergy."
2091,"article","An exploratory study of self-neglectful elderly."
17926,"article","An exploratory study of substance abuse among Latino older adults."
26167,"article","An innovative school-based intergenerational model to serve grandparent caregivers."
4789,"article","An integrated theoretical guide to intervention with depressed elderly clients."
978,"article","An overlooked AIDS affected population: The elderly parent as caregiver."
15687,"article","Analysis and advocacy in home- and community-based care: An approach in three parts."
20982,"article","Anticipated and Experienced Changes in Activities After Husbands Retire."
19100,"article","Anticipating relocation: Concerns about moving among NORC residents."
948,"article","Anticipatory grief and Alzheimer's disease: Strategies for intervention."
26604,"article","Anxiety about aging: A neglected dimension of caregivers' experiences."
14226,"article","Anxiety and related symptoms in older persons with dementia: Directions for practice."
17528,"article","Arthritis pain."
2171,"article","Assessing an adult mental health clinic for age-related issues."
15842,"article","Assessing elder mistreatment: Instrument development and implications for adult protective services."
2549,"article","Assessing the help provided by caregivers of the impaired elderly: Do assessor values make a difference?"
14980,"article","Assessing the needs of older gay, lesbian, bisexual, and transgender people: A service-learning and agency partnership approach."
12428,"article","Assessment in adult protective services: Do multidisciplinary teams make a difference?"
15180,"article","Assessment of a brief CES-D measure for depression in homebound medically ill older adults."
23701,"article","Assessment of spirituality and religion in later life: Acknowledging clients' needs and personal resources."
15179,"article","Assessment of the refined Aging Semantic Differential: Recommendations for enhancing validity."
29012,"article","Asset Accumulation and Older Adults."
14215,"article","Assisted living facility administrator and direct care staff views of resident mental health concerns and staff training needs."
20188,"article","Assisting Older Victims of Disasters: Roles and Responsibilities for Social Workers."
38527,"article","Assuring dignity in means-tested entitlement programs: an elusive goal?"
26101,"article","Assuring dignity in means-tested entitlements programs: An elusive goal?"
25688,"article","Attenuating conflicts of the aged: Four case studies of interventions."
23698,"article","Attitudes of a predominantly Hispanic college sample towards older adults."
24199,"article","Attitudes of older adults about community-based services: Emergent themes from in-depth interviews."
24372,"article","Attitudes toward spousal caregiving in late adulthood: Retirement versus pre-retirement phase."
21158,"article","Autobiography as a Spiritual Practice."
16293,"article","Avenues and barriers to access of services for immigrant elders: State and local policies for OAA units on aging."
1471,"article","Awareness and denial in the Alzheimer's disease victim."
13015,"article","Awareness of LGBT aging issues among aging services network providers."
2103,"article","Awareness of resources for visually impaired older adults among the aging network."
17720,"article","BJ Spitler: Geriatric care management pioneer."
12080,"article","Balancing long-term care in Japan."
21202,"article","Barriers and Contributors to Minority Older Adults' Access to Mental Health Treatment: Perceptions of Geriatric Mental Health Clinicians."
23492,"article","Barriers and Supports for Exercise Participation Among Adults with Down Syndrome."
21205,"article","Barriers to Permanency Planning for Older HIV-Affected Caregivers."
2173,"article","Barriers to implementation of a cooperative model of respite care."
26121,"article","Barriers to the use of mental health services by African-American and Hispanic elderly persons."
22952,"article","Barriers, Lessons Learned, and Helpful Hints: Grandmother Caregivers Talk About Service Utilization."
23517,"article","Basic Gerontological Competence for All Social Workers: The Need to 'Gerontologize' Social Work Education."
26168,"article","Becoming parents again: Grandparents raising grandchildren."
42773,"article","Bee-man in the nursing home."
21203,"article","Being a Social Worker in Homes for the Aged: The Real, the Ideal, and the Gaps Between."
24716,"article","Beneficence versus respect for autonomy: An ethical dilemma in social work practice."
21207,"article","Benefits of Volunteering for Older Adults Mentoring At-Risk Youth."
23696,"article","Bereavement and health among different race and age groups."
22944,"article","Best Practice: The On Lok Model of Geriatric Interdisciplinary Team Care."
56118,"article","Between family obligation and social care--the significance of institutional care for the elderly in Japan."
35591,"article","Beyond One Hip Fracture at a Time: Rethinking Aging Services."
519,"article","Beyond life expectancy: Social work with centenarians."
14542,"article","Beyond the family metaphor: Facility caregivers remembering their families."
14212,"article","Boomers' prospective needs for senior centers and related services: A survey of persons 50-59."
4880,"article","Breadwinners and caregivers: Interviews with working women."
23506,"article","Bridging the Gap Between Classroom and Practicum: Graduate Social Work Students in Health Care with Older Adults."
33523,"article","Bringing the Community In: Partnerships for Aging Enrichment."
20067,"article","Building on the Life-Span Perspective: A Model for Infusing Geriatric Social Work."
2083,"article","Burden and competence in caregivers of Alzheimer's disease patients: Research and practice implications."
24715,"article","Burden self-image: A mediating variable of depressive symptoms among chronically ill care recipients."
50026,"article","Calling the question of ""possible dying"" among nursing home residents: triggers, barriers, and facilitators."
29664,"article","Can Aging with Disability Find a Home in Gerontological Social Work?"
13405,"article","Can cultural values help explain the positive aspects of caregiving among Chinese American caregivers?"
16908,"article","Canadian-Jewish seniors: Marriage/cohabitation after age 65."
38626,"article","Cancer and aging."
12284,"article","Cancer screening barriers for community-based older Hispanics and Caucasians."
17529,"article","Cancer treatments."
17530,"article","Cardiac conditions."
26609,"article","Care-receivers' perception of their role in the care process."
22791,"article","Caregiver Comorbidity and the Ability to Manage Stress."
1777,"article","Caregiver adaptations to having a relative with dementia admitted to a nursing home."
906,"article","Caregiver attitudes regarding utilization and usefulness of respite services for people with Alzheimer's disease."
1465,"article","Caregiver burden at McGuire Veterans Administration Medical Center."
2550,"article","Caregiver burden: A comparison between elderly women as primary and secondary caregivers for their spouses."
2553,"article","Caregiver education and support group: A hospital based group experience."
24705,"article","Caregiver isolation: An ecological model."
2552,"article","Caregiver stress and the elderly: A familial perspective."
1329,"article","Caregiver support in rural areas: A stepping stone to case management for rural hospitals."
17973,"article","Caregiver's spirituality and its influence on maintaining the elderly and disabled in a home environment."
22943,"article","Caregivers and Professionals Partnership: A Hospital Based Program for Family Caregivers."
2084,"article","Caregivers of Alzheimer's disease patients: A review of the literature."
20752,"article","Caregivers' Use of Spirituality in Ethical Decision-Making."
38831,"article","Caregivers' views of disability allowances as a support for in-home care."
22092,"article","Caregiving Network Compositions and Use of Supportive Services by Community-Dwelling Dependent Elders."
21154,"article","Caregiving and Our Inner Elder: Insights from a Spiritual Master."
20154,"article","Caregiving and Post-Caregiving Experiences of Midlife and Older Gay Men and Lesbians."
26153,"article","Caregiving and employment: The impact of workplace characteristics on role strain."
15543,"article","Caregiving and older Japanese adults: Lessons learned from the periodical literature."
11731,"article","Caregiving for parents and in-laws: Commonalities and differences."
19056,"article","Caring while living apart."
41750,"article","Case management for homesharing."
38637,"article","Case management in home and community care."
24337,"article","Case management in the law office."
38729,"article","Case management: predicting activity patterns."
26575,"article","Case managing older people with AIDS: Bridging systems—recognizing diversity."
38819,"article","Catastrophic health care bill: a postmortem."
14527,"article","Causal attributions of dementia among Korean American immigrants."
31946,"article","Causality Conundrums and Advice to Authors."
37175,"article","Challenges and Issues Under Long-Term Care Insurance for the Elderly in Japan."
19106,"article","Challenges for grandparent housing programs."
38635,"article","Challenges for the home care supervisor."
23706,"article","Challenges in developing geriatric field education in social work."
24157,"article","Challenges in elder mistreatment programs and policy."
15540,"article","Challenges of depression and suicidal ideation associated with aging with HIV/AIDS: Implications for social work."
25719,"article","Challenges to treating the elderly Latino substance abuser: A not so hidden research agenda."
23707,"article","Changes in self-assessment of health: Comparison of self-perception and self-ratings score measures among young-old persons."
980,"article","Changes in senior center participant characteristics during the 1980s."
38583,"article","Changes in the Arab world and development of services for the Arab elderly in Israel during the last decade."
38587,"article","Changes in the composition of unmarried elderly women's households between 1971 and 1991."
22115,"article","Changing Institutional Culture: Can We Re-Value the Nursing Home?"
24154,"article","Changing the paradigm: Strengths-based and empowerment-oriented social work with frail elders."
975,"article","Chemical dependency in the elderly: Treatment phase."
22096,"article","Chronic Illnesses and Depression Among Chinese Immigrant Elders."
15345,"article","Civic engagement for nursing home residents: A call for social work action."
50744,"article","Clergy members as responders to victims of sexual abuse and assault."
25238,"article","Client satisfaction with transportation and handyman/chore serives in a pilot shared cost-service coordination program."
38476,"article","Client satisfaction with transportation and handyman/chore services in a pilot shared cost-service coordination program."
22951,"article","Clinical Supervisors' Countertransference Reactions Toward Older Clients: Addressing the Unconscious Guide."
943,"article","Clinical aspects of case management with the elderly."
38640,"article","Clinical assessment in home care."
123,"article","Clinical case management: The hallmark of gerontological social work."
10363,"article","Clinically significant effects of group cognitive behavioral therapy on spouse caregivers' mental health and cognitive functioning: A pilot study."
2164,"article","Co-leading a family council in a long-term care facility."
18990,"article","Collaborating, teaching and learning in a cyberspace community: A virtual AGE experience."
22907,"article","Collaboration Among Siblings Providing Care for Older Parents."
24333,"article","Collaboration of social workers and attorneys in geriatric community based organizations."
25257,"article","Communicating with the Alzheimer's resident: Perceptions of care providers in a residential facility."
38456,"article","Communicating with the Alzheimer's resident: perceptions of care providers in residential facility."
20084,"article","Communities Respond to Elder Abuse."
37784,"article","Community based service use with service coordinators and case managers in a shared cost program."
26596,"article","Community interventions for helping isolated and underserved elders."
15844,"article","Community reentry and older adult offenders: Redefining social work roles."
30973,"article","Community-Based Disability Prevention Programs for Elders: Predictors of Progam Completion."
15347,"article","Community-based disability prevention programs for elders: Predictors of program completion."
38847,"article","Community-based long term care: the experience of the Living at Home Programs."
23709,"article","Community-based long-term care case management models for older adults."
38645,"article","Community-based volunteer home-repair and home-maintenance programs for elders: an effective service paradigm?"
2089,"article","Companion animals: A therapeutic measure for elderly patients."
22112,"article","Comparing Perceived Quality of Life in Nursing Homes and Assisted Living Facilities."
22786,"article","Comparing Social Work and Non-Social Work Students' Attitudes About Aging: Implications to Promote Work with Elders."
10765,"article","Comparing families and staff in nursing homes and assisted living: Implications for social work practice."
11457,"article","Comparing supports for LGBT aging in rural versus urban areas."
24770,"article","Comparison between elderly Chinese living alone and those living with others."
16614,"article","Compassion fatigue and the adult protective services social worker."
38469,"article","Compassion fatigue: considerations for working with the elderly."
25251,"article","Compassion fatique: Considerations for working with the elderly."
22792,"article","Complexity of Decision-Making in a Nursing Home: The Impact of Advance Directives on End-of-Life Care."
23351,"article","Conceptions of dementia among Vietnamese American caregivers."
11458,"article","Conceptualizing age-friendly community characteristics in a sample of urban elders: An exploratory factor analysis."
45176,"article","Conceptualizing age-friendly community characteristics on a sample of urban elders: An exploratory factor analysis."
48477,"article","Conceptualizing stress and coping strategies of Korean social work students in the United States: a concept mapping application."
23489,"article","Considerations in Care for Individuals with Intellectual Disability with Advanced Dementia."
57717,"article","Consistency: a pre-requisite for inspecting old people's homes?"
20078,"article","Consumer Fraud and the Elderly: A Review of Canadian Challenges and Initiatives."
24247,"article","Consumer direction in community-based long-term care: Implications for different stakeholders."
13352,"article","Consumer direction in long-term care policy: Overcoming barriers to promoting older adults' opportunity for self-direction."
11730,"article","Contributing factors of depressive symptoms among elderly Korean immigrants in Texas."
24819,"article","Contributions of volunteer networking to isolated seniors in Hong Kong."
2158,"article","Coping and caregiver well-being: The impact of maladaptive strategies."
14860,"article","Coping strategies and caregiving outcomes among rural dementia caregivers."
1015,"article","Coping strategies following the death of an elderly parent."
1769,"article","Coping with cancer: A comparison of older and younger patients."
907,"article","Coping: A review of the theoretical frameworks and the measures used among caregivers of individuals with dementia."
38820,"article","Core programs and services at senior centers."
38604,"article","Cost-free resorts for the elderly? Hong Kong's Cheung Muk Tau Holiday Centre."
568,"article","Counseling homebound clients and their families."
13014,"article","Couple meaning-making and dementia: Challenges to the deficit model."
20071,"article","Creating Aging-Enriched Social Work Education: A Process of Curricular and Organizational Change."
20748,"article","Creating Sacred Scenarios: Opportunities for New Rituals and Sacred Aging."
19109,"article","Creating elder-friendly communities: Preparations for an aging society."
23585,"article","Critical incidents in the lives of elders with a disability: Factors leading to institutional placement."
1782,"article","Critical issues in serving the developmentally disabled elderly."
11131,"article","Cultivating interest and competency in gerontological social work: Opportunities for undergraduate education."
20184,"article","Cultural Attitudes and Caregiver Service Use: Lessons from Focus Groups with Racially and Ethnically Diverse Family Caregivers."
16763,"article","Cultural and intergenerational narratives: Understanding responses to elderly family members in declining health."
25726,"article","Culturally competent practice with elderly Latinos."
20747,"article","Culture Change in Long-Term Care: Educating the Next Generation."
32719,"article","Culture, Place of Origin, and Service Delivery for Latino Older Adult Immigrants: The Case of Puerto Rican Older Adults."
121,"article","Current realities: Practice and education needs of social workers in nursing homes."
120,"article","Curriculum for clinical practice."
16803,"article","Daughters as caregivers of aging parents: The shattering myth."
26656,"article","Daughters caring for their aging mothers: A midlife developmental process."
1464,"article","Dealing with the aggressive nursing home resident."
23488,"article","Death Does Not Become Us: The Absence of Death and Dying in Intellectual Disability Research."
24153,"article","Death and dying and the social work role."
13894,"article","Deciding to use the emergency room: A qualitative survey of older veterans."
21987,"article","Decision Making in Long-Term Care: Approaches Used by Older Adults and Implications for Social Work Practice."
14225,"article","Decoding the Miss Daisy Syndrome: An examination of subjective responses to mobility change."
30526,"article","Deficit Commission Targets Social Security: Privatization Revisited?"
15841,"article","Dementia care planning: Shared experience and collaboration."
23491,"article","Dementia-Related Care Decision-Making in Group Homes for Persons with Intellectual Disabilities."
38833,"article","Democratic processes in old age homes: supporting and hindering factors."
24160,"article","Demographics and reality: The 'disconnect' in social work education."
21094,"article","Depression and Caregiver Burden Among Rural Elder Caregivers."
17525,"article","Depression and anxiety."
13897,"article","Depression and social networks in community dwelling elders: A descriptive study."
23580,"article","Depression and suicide among community elderly."
22953,"article","Depression in Older Americans with Urinary Incontinence (UI): The Relationship with Activities of Daily Living (ADL) and Avoidance Behaviors."
10766,"article","Depression in older adults: A meta-synthesis."
22095,"article","Depression, Hopelessness, and Suicidal Ideation among the Elderly: A Comparison Between Men and Women Living in Nursing Homes and in the Community."
51629,"article","Designing accessible managed care services for people with physical disabilities: consumer suggestions within an emergent design process."
56764,"article","Determinant of self-reported depressive symptoms by frail elderly persons living alone."
23579,"article","Determinants of perceived safety among the elderly: An exploratory study."
987,"article","Determinants of self-reported depressive symptoms by frail elderly persons living alone."
26600,"article","Determining patterns of formal service use among Mexican American elderly: Improving empirical techniques for policy and practice."
30841,"article","Developing Brokered Community Transportation for Seniors and People With Disabilities."
20063,"article","Developing Geriatric Social Work Competencies for Field Education."
20072,"article","Developing Visibility for Aging in Social Work: The First NGSWC."
20060,"article","Developing an Aging Prepared Community: Collaboration Among Counties, Consumers, Professionals and Organizations."
1474,"article","Development of University of Wisconsin Family Assessment Caregiver Scale (UW-FACS): A new measure to assess families caring for a frail elderly member."
2113,"article","Development of a vision screening questionnaire for older people."
17527,"article","Diabetes treatments."
20985,"article","Differences in Family Functioning and Health Between Older Adult Volunteers and Non-Volunteers."
26106,"article","Dignity and quality of life in old age."
26099,"article","Dignity for the oldest old: Can we afford it?"
38530,"article","Dignity over the life course."
26103,"article","Dignity, cultural power and narrative redemption: Aging male writers confront the medical system."
23584,"article","Direct and indirect support for carers: Patterns of support for informal caregivers to elderly people in Sweden."
52050,"article","Disability through the lens of culture."
30243,"article","Disaster, Vulnerability, and Older Adults: Toward a Social Work Response."
48233,"article","Discharge planning from hospital to home for elderly patients: A meta-analysis."
38849,"article","Discharge planning: the impact of Medicare's prospective payment on elderly patients."
53263,"article","Dispelling fears about aging with a disability."
37210,"article","Dispelling fears about aging with a disability: lessons from the disability rights community."
11864,"article","Do caregivers benefit more from educational and volunteer activities than their noncaregiving peers?"
37185,"article","Do ethnic-specific long term care facilities improve resident quality of life? Findings from the Japanese American community."
1385,"article","Does social support alleviate the depression of caregivers of dementia patients?"
25722,"article","Dominican immigrant elders: Social service needs, utilization patterns, and challenges."
2110,"article","Don't burn my work boots without my permission."
2090,"article","Dream analysis as an aid to older adults' life review."
21157,"article","Dreams for the Second Half of Life."
21990,"article","Dual Responsibilities Among Black, Hispanic, Asian, and White Employed Caregivers."
1325,"article","Durable powers of attorney: Issues of gender and health care decision-making."
1001,"article","Early admissions to a state psychiatric hospital: Cohort characteristics, after-care needs, and discharge destinations."
1788,"article","Early versus regular retirement: Differences in measures of life satisfaction."
38566,"article","Economic satisfaction among American retirees."
58799,"article","Editorial 32(2) Journal of Gerontological Social Work."
58791,"article","Editorial: BJSW, 30:4."
38768,"article","Educational needs of nursing home social workers at the baccalaureate level."
20073,"article","Effects of Dependency on Compliance Rates Among Elder Abuse Victims at the New York City Department for the Aging, Elderly Crime Victim's Unit."
21201,"article","Effects of Pets versus People Visits with Nursing Home Residents."
1331,"article","Efficacy of a group approach to reducing depression in nursing home elderly residents."
22133,"article","Efficacy of an Educational Program for Relatives of Persons in the Early Stages of Alzheimer's Disease."
22941,"article","Elder Abuse Intervention Strategies: Social Service or Criminal Justice?"
20075,"article","Elder Abuse and Neglect Among Veterans in Greater Los Angeles: Prevalence, Types, and Intervention Outcomes."
22999,"article","Elder abuse prevention: A case study of the Santa Clara County Financial Abuse Specialist Team (FAST) program."
52529,"article","Elder abuse prevention: a case study of the Santa Clara County Financial Abuse Specialist Team (FAST)."
24823,"article","Elder abuse, neglect, and exploitation: Risk factors and prevention strategies."
26664,"article","Elder abuse."
24340,"article","Elder law and elder care: A team response to the needs of elderly clients."
10835,"article","Elder mediation in theory and practice: Study results from a national caregiver mediation demonstration project."
23350,"article","Elder mistreatment among four Asian American groups: An exploratory study on tolerance, victim blaming and attitudes toward third-party intervention."
17923,"article","Eldercare and employed caregivers: A public/private responsibility?"
38697,"article","Eldercare: the social service system's missing link?"
20190,"article","Elderly African Americans as Intragenerational Caregivers."
12083,"article","Elderly Chinese and their family caregivers' perceptions of good care: A qualitative study in Shandong, China."
21972,"article","Elderly Parents of Adults with Severe Mental Illness: Group Work Interventions."
21206,"article","Elderly Persons' Preferences for Topics of Discussion and Shared Interest Groups."
38696,"article","Elderly admissions to a state psychiatric hospital: cohort characteristics, after-care needs, and discharge destinations."
24252,"article","Elderly cancer patients and elders who do not have cancer: Do they differ in quality of life?"
26655,"article","Elderly patients in the acute care hospital: Factors associated with long stay and its impact on patients and families."
5033,"article","Elderly volunteers: Reasons for initiating and terminating service."
22118,"article","Elders with Serious and Persistent Mental Illness (SPMI): Assessing Needs, Resources, and Service Utilization."
16518,"article","Eleven tips to lighten the load: Optimizing the blessing of family caregiving."
38576,"article","Emerging issues for social workers in the field of aging: White House Conference themes."
4791,"article","Emotional and social isolation among elderly Canadian seasonal migrants in Florida: An empirical analysis of a conceptual typology."
1771,"article","Emotional and social isolation among older French Canadian seasonal residents in Florida: A comparison with the English Canadian seasonal residents."
1002,"article","Emotional closeness and caregiver burden in the marital relationship."
22940,"article","Employed Women and Their Aging Family Convoys: A Life Course Model of Parent Care Assessment and Intervention."
26576,"article","Empowerment in residential care for the elders: The case of an aged home in Hong Kong."
1332,"article","En aquellos tiempos: A reminiscing group with Hispanic elderly."
20058,"article","End-of-Life Care and Social Work Education: What Do Students Need to Know?"
50046,"article","End-of-life care preferences of older adults and family members who care for them."
16910,"article","Enhancing forgiveness: A group intervention for the elderly."
26614,"article","Enhancing satisfaction in later life: What makes a difference for nursing home residents?"
15178,"article","Enhancing student gerocompetencies: Evaluation of an intergenerational service learning course."
17931,"article","Enhancing the efficacy and empowerment of older adults through group formation."
909,"article","Enhancing the well-being of family caregivers to patients with Alzheimer's disease."
1384,"article","Enhancing validation through milestoning with sensory reminiscence."
20057,"article","Environmental Issues Affecting Elder Abuse Victims in Their Reception of Community Based Services."
20076,"article","Ethical and Psychosocial Issues Raised by the Practice in Cases of Mistreatment of Older Adults."
38799,"article","Ethical assessment of the use of influence in adult protective services."
22808,"article","Ethical practice issues in rural perspective."
38580,"article","Ethiopian elderly immigrants: a community-based social work and medical intervention to address eye care needs."
26650,"article","Ethnic and gender differences in perceived needs for social services among three elderly Hispanic groups."
25717,"article","Ethnic differences in the expression of caregiver burden: Results of a qualitative study."
16297,"article","Ethnic enclave resources and predictors of depression among Arizona’s Korean immigrant elders."
125,"article","Ethnicity and aging."
21989,"article","Ethnogerontology: Preparing Culturally Competent Social Workers for the Diverse Facing of Aging."
25242,"article","Euthanasia and assisted suicide: Issues for social work practice."
30064,"article","Evaluating Journals."
2088,"article","Evaluating homemaker-home health aide programs: Practical applications of the Homemaker-Home Health Aide Program Evaluation Questionnaire."
20187,"article","Evaluating the Senior Companion Program: A Mixed-Method Approach."
16612,"article","Evaluating the roles of professional geriatric care managers in maintaining the quality of life in older Americans."
38632,"article","Evaluation and quality assurance for in-home services."
4876,"article","Evaluation of an outreach program aimed at increasing service utilization by the rural elderly."
18992,"article","Evaluation through collaboration: A model program of agency-based training in geriatric social work."
11134,"article","Evidence of empowerment in resident council groups: An examination of two leadership models in assisted living."
47104,"article","Evidence-based clinical practice: The effectiveness of music -based intervention for women experiencing forgiveness/grief issues."
17518,"article","Evidence-based interventions with older adults: Concluding thoughts."
