"Asian Social Work and Policy Review","2005"," "," "," ","0","0","0","0",,,,,,,,,,,
"Asian Social Work and Policy Review","2006"," "," "," ","0","0","0","0",,,,,,,,,,,
"Asian Social Work and Policy Review","2007"," "," "," ","0","0","0","0",,,,,,,,,,,
"Asian Social Work and Policy Review","2008"," "," "," ","0","9","33.33","0",,,,,,,,,,,
"Asian Social Work and Policy Review","2009","0.131","0.125","0.07","3","16","6.25","0",,,,,,,,,,,
"Asian Social Work and Policy Review","2010","0.198","0.375","0.543","13","11","72.73","0",,,,,,,,,,,
"Asian Social Work and Policy Review","2011","0.143","0.229","0.265","13","14","35.71","0",,,,,,,,,,,
"Asian Social Work and Policy Review","2012","0.189","0.293","0.279","27","17","47.06","0",,,,,,,,,,,
"Asian Social Work and Policy Review","2013","0.159","0.286","0.378","23","18","77.78","0",,,,,,,,,,,
"Asian Social Work and Policy Review","2014"," "," "," ","21","15","100","0",,,,,,,,,,,
"Asian Social Work and Policy Review","2015"," "," "," ","2","0","0","0",,,,,,,,,,,
"Australian Social Work","1996"," "," "," ","0","0","0","0",,,,,,,,,,,
"Australian Social Work","1997"," "," "," ","0","0","0","0",,,,,,,,,,,
"Australian Social Work","1998"," "," "," ","0","10","40","0",,,,,,,,,,,
"Australian Social Work","1999"," "," "," ","1","40","45","0",,,,,,,,,,,
"Australian Social Work","2000"," "," "," ","3","36","38.89","0",,,,,,,,,,,
"Australian Social Work","2001"," "," "," ","7","63","52.38","0",,,,,,,,,,,
"Australian Social Work","2002"," "," "," ","22","40","47.5","0",,,,,,,,,,,
"Australian Social Work","2003"," "," "," ","8","53","54.72","0",,,,,,,,,,,
"Australian Social Work","2004"," "," "," ","35","61","62.3","0",,,,,,,,,,,
"Australian Social Work","2005"," "," "," ","23","62","54.84","0",,,,,,,,,,,
"Australian Social Work","2006"," "," "," ","53","62","53.23","0",,,,,,,,,,,
"Australian Social Work","2007"," "," "," ","89","63","53.97","3.17",,,,,,,,,,,
"Australian Social Work","2008","0.122","0.069","0.202","133","66","60.61","1.52",,,,,,,,,,,
"Australian Social Work","2009","0.326","0.367","0.73","213","63","47.62","1.59",,,,,,,,,,,
"Australian Social Work","2010","0.337","0.418","0.516","208","55","49.09","1.82",,,,,,,,,,,
"Australian Social Work","2011","0.445","0.769","0.762","275","53","43.4","3.77",,,,,,,,,,,
"Australian Social Work","2012","0.434","0.67","0.644","332","45","31.11","0",,,,,,,,,,,
"Australian Social Work","2013","0.341","0.505","0.424","381","49","48.98","4.08",,,,,,,,,,,
"Australian Social Work","2014"," "," "," ","307","48","81.25","2.08",,,,,,,,,,,
"Australian Social Work","2015"," "," "," ","47","10","100","0",,,,,,,,,,,
"British Journal of Social Work","1996"," "," "," ","232","95","63.16","5.26",,,,,,,,,,,
"British Journal of Social Work","1997"," "," "," ","224","107","59.81","0.93",,,,,,,,,,,
"British Journal of Social Work","1998"," "," "," ","253","104","53.85","8.65",,,,,,,,,,,
"British Journal of Social Work","1999","0.351","0.642","1.129","267","100","55","10",,,,,,,,,,,
"British Journal of Social Work","2000","0.341","0.484","1.013","287","120","59.17","1.67",,,,,,,,,,,
"British Journal of Social Work","2001","0.353","0.626","0.982","339","121","54.55","7.44",,,,,,,,,,,
"British Journal of Social Work","2002","0.406","0.527","1.063","357","130","49.23","18.46",,,,,,,,,,,
"British Journal of Social Work","2003","0.42","0.69","1.146","495","139","53.96","15.11",,,,,,,,,,,
"British Journal of Social Work","2004","0.343","0.614","1.05","463","145","57.24","28.97",,,,,,,,,,,
"British Journal of Social Work","2005","0.437","0.712","0.936","626","166","56.02","9.64",,,,,,,,,,,
"British Journal of Social Work","2006","0.41","0.765","1.131","782","185","62.16","19.46",,,,,,,,,,,
"British Journal of Social Work","2007","0.568","0.7","1.002","843","157","52.23","5.1",,,,,,,,,,,
"British Journal of Social Work","2008","0.644","0.857","1.028","1271","165","49.09","12.73",,,,,,,,,,,
"British Journal of Social Work","2009","0.845","1.075","1.455","1470","158","45.57","2.53",,,,,,,,,,,
"British Journal of Social Work","2010","0.886","1.34","1.582","1641","211","33.65","1.42",,,,,,,,,,,
"British Journal of Social Work","2011","0.827","1.383","1.29","1797","136","44.12","8.82",,,,,,,,,,,
"British Journal of Social Work","2012","1.061","1.308","1.453","2075","105","35.24","17.14",,,,,,,,,,,
"British Journal of Social Work","2013","0.953","1.424","1.601","2517","115","62.61","7.83",,,,,,,,,,,
"British Journal of Social Work","2014"," "," "," ","1925","92","85.87","3.26",,,,,,,,,,,
"British Journal of Social Work","2015"," "," "," ","136","0","0","0",,,,,,,,,,,
"Child and Adolescent Social Work Journal","1996"," "," "," ","106","38","26.32","2.63",,,,,,,,,,,
"Child and Adolescent Social Work Journal","1997"," "," "," ","94","33","33.33","18.18",,,,,,,,,,,
"Child and Adolescent Social Work Journal","1998"," "," "," ","113","37","40.54","18.92",,,,,,,,,,,
"Child and Adolescent Social Work Journal","1999","0.339","0.451","0.694","159","29","27.59","10.34",,,,,,,,,,,
"Child and Adolescent Social Work Journal","2000","0.259","0.342","0.646","151","30","20","10",,,,,,,,,,,
"Child and Adolescent Social Work Journal","2001","0.186","0.203","0.417","153","30","26.67","13.33",,,,,,,,,,,
"Child and Adolescent Social Work Journal","2002","0.186","0.169","0.169","166","30","20","0",,,,,,,,,,,
"Child and Adolescent Social Work Journal","2003","0.233","0.296","0.405","207","41","34.15","36.59",,,,,,,,,,,
"Child and Adolescent Social Work Journal","2004","0.207","0.253","0.253","179","45","26.67","20",,,,,,,,,,,
"Child and Adolescent Social Work Journal","2005","0.253","0.357","0.432","251","29","24.14","24.14",,,,,,,,,,,
"Child and Adolescent Social Work Journal","2006","0.284","0.429","0.505","344","37","24.32","16.22",,,,,,,,,,,
"Child and Adolescent Social Work Journal","2007","0.247","0.244","0.324","342","31","3.23","0",,,,,,,,,,,
"Child and Adolescent Social Work Journal","2008","0.24","0.364","0.337","396","44","27.27","0",,,,,,,,,,,
"Child and Adolescent Social Work Journal","2009","0.308","0.51","0.395","479","45","31.11","0",,,,,,,,,,,
"Child and Adolescent Social Work Journal","2010","0.252","0.52","0.444","514","29","17.24","13.79",,,,,,,,,,,
"Child and Adolescent Social Work Journal","2011","0.38","0.794","0.542","590","29","27.59","6.9",,,,,,,,,,,
"Child and Adolescent Social Work Journal","2012","0.279","0.62","0.467","630","30","30","3.33",,,,,,,,,,,
"Child and Adolescent Social Work Journal","2013","0.269","0.586","0.386","664","30","60","6.67",,,,,,,,,,,
"Child and Adolescent Social Work Journal","2014"," "," "," ","470","55","96.36","5.45",,,,,,,,,,,
"Child and Adolescent Social Work Journal","2015"," "," "," ","22","6","100","0",,,,,,,,,,,
"Child and Family Social Work","1996"," "," "," ","0","0","0","0",,,,,,,,,,,
"Child and Family Social Work","1997"," "," "," ","0","0","0","0",,,,,,,,,,,
"Child and Family Social Work","1998"," "," "," ","0","19","36.84","0",,,,,,,,,,,
"Child and Family Social Work","1999"," "," "," ","3","52","46.15","0",,,,,,,,,,,
"Child and Family Social Work","2000"," "," "," ","9","54","44.44","0",,,,,,,,,,,
"Child and Family Social Work","2001"," "," "," ","17","60","50","0",,,,,,,,,,,
"Child and Family Social Work","2002"," "," "," ","66","53","47.17","1.89",,,,,,,,,,,
"Child and Family Social Work","2003","0.172","0.167","0.213","83","55","43.64","0",,,,,,,,,,,
"Child and Family Social Work","2004","0.208","0.377","0.634","80","55","45.45","0",,,,,,,,,,,
"Child and Family Social Work","2005","0.421","0.566","1.118","140","54","40.74","20.37",,,,,,,,,,,
"Child and Family Social Work","2006","0.326","0.4","0.837","236","49","26.53","32.65",,,,,,,,,,,
"Child and Family Social Work","2007","0.71","0.554","0.866","373","62","33.87","3.23",,,,,,,,,,,
"Child and Family Social Work","2008","0.937","1.292","1.633","468","63","30.16","0",,,,,,,,,,,
"Child and Family Social Work","2009","0.98","1.119","0.96","500","61","22.95","0",,,,,,,,,,,
"Child and Family Social Work","2010","0.733","1.108","1.069","651","67","38.81","1.49",,,,,,,,,,,
"Child and Family Social Work","2011","0.777","1.207","1.125","784","65","46.15","1.54",,,,,,,,,,,
"Child and Family Social Work","2012","0.83","1.153","1.082","838","48","20.83","6.25",,,,,,,,,,,
"Child and Family Social Work","2013","0.493","0.912","0.869","869","99","71.72","0",,,,,,,,,,,
"Child and Family Social Work","2014"," "," "," ","835","89","91.01","0",,,,,,,,,,,
"Child and Family Social Work","2015"," "," "," ","75","19","100","0",,,,,,,,,,,
"China Journal of Social Work","1996"," "," "," ","0","0","0","0",,,,,,,,,,,
"China Journal of Social Work","1997"," "," "," ","0","0","0","0",,,,,,,,,,,
"China Journal of Social Work","1998"," "," "," ","0","0","0","0",,,,,,,,,,,
"China Journal of Social Work","1999"," "," "," ","0","0","0","0",,,,,,,,,,,
"China Journal of Social Work","2000"," "," "," ","0","0","0","0",,,,,,,,,,,
"China Journal of Social Work","2001"," "," "," ","0","0","0","0",,,,,,,,,,,
"China Journal of Social Work","2002"," "," "," ","0","0","0","0",,,,,,,,,,,
"China Journal of Social Work","2003"," "," "," ","0","0","0","0",,,,,,,,,,,
"China Journal of Social Work","2004"," "," "," ","0","0","0","0",,,,,,,,,,,
"China Journal of Social Work","2005"," "," "," ","0","0","0","0",,,,,,,,,,,
"China Journal of Social Work","2006"," "," "," ","0","0","0","0",,,,,,,,,,,
"China Journal of Social Work","2007"," "," "," ","0","0","0","0",,,,,,,,,,,
"China Journal of Social Work","2008"," "," "," ","0","0","0","0",,,,,,,,,,,
"China Journal of Social Work","2009"," "," "," ","0","0","0","0",,,,,,,,,,,
"China Journal of Social Work","2010"," "," "," ","0","23","43.48","17.39",,,,,,,,,,,
"China Journal of Social Work","2011","0.108","0.048","0.024","1","23","65.22","0",,,,,,,,,,,
"China Journal of Social Work","2012","0.12","0.026","0.064","9","22","68.18","4.55",,,,,,,,,,,
"China Journal of Social Work","2013","0.265","0.375","0.611","29","26","80.77","0",,,,,,,,,,,
"China Journal of Social Work","2014"," "," "," ","15","25","100","0",,,,,,,,,,,
"China Journal of Social Work","2015"," "," "," ","3","0","0","0",,,,,,,,,,,
"Clinical Social Work Journal","1996"," "," "," ","119","36","30.56","16.67",,,,,,,,,,,
"Clinical Social Work Journal","1997"," "," "," ","112","43","44.19","4.65",,,,,,,,,,,
"Clinical Social Work Journal","1998"," "," "," ","111","49","51.02","8.16",,,,,,,,,,,
"Clinical Social Work Journal","1999","0.283","0.434","1.08","130","43","48.84","0",,,,,,,,,,,
"Clinical Social Work Journal","2000","0.289","0.319","0.786","124","39","33.33","2.56",,,,,,,,,,,
"Clinical Social Work Journal","2001","0.207","0.178","0.389","107","41","43.9","2.44",,,,,,,,,,,
"Clinical Social Work Journal","2002","0.153","0.181","0.358","107","42","50","14.29",,,,,,,,,,,
"Clinical Social Work Journal","2003","0.162","0.219","0.43","135","48","52.08","29.17",,,,,,,,,,,
"Clinical Social Work Journal","2004","0.219","0.25","0.848","123","49","59.18","18.37",,,,,,,,,,,
"Clinical Social Work Journal","2005","0.167","0.192","0.375","148","50","56","16",,,,,,,,,,,
"Clinical Social Work Journal","2006","0.233","0.243","0.542","254","52","42.31","19.23",,,,,,,,,,,
"Clinical Social Work Journal","2007","0.178","0.22","0.353","227","42","28.57","0",,,,,,,,,,,
"Clinical Social Work Journal","2008","0.271","0.58","0.837","278","55","43.64","5.45",,,,,,,,,,,
"Clinical Social Work Journal","2009","0.293","0.455","0.551","247","53","43.4","1.89",,,,,,,,,,,
"Clinical Social Work Journal","2010","0.354","0.623","0.974","328","58","44.83","0",,,,,,,,,,,
"Clinical Social Work Journal","2011","0.281","0.59","0.789","358","50","30","10",,,,,,,,,,,
"Clinical Social Work Journal","2012","0.23","0.418","0.488","446","49","42.86","0",,,,,,,,,,,
"Clinical Social Work Journal","2013","0.31","0.543","0.604","406","54","68.52","3.7",,,,,,,,,,,
"Clinical Social Work Journal","2014"," "," "," ","383","53","88.68","0",,,,,,,,,,,
"Clinical Social Work Journal","2015"," "," "," ","20","0","0","0",,,,,,,,,,,
