"","articleID","attributes","record"
"65",18144,"article","'Active student involvement and a real struggle with ideas”: Small group teaching in social work education?"
"66",16366,"article","'Adoption success': The reality of adoptive placements today."
"67",10842,"article","'Ah cha'! The racial discrimination of Pakistani minority communities in Hong Kong: An analysis of multiple, intersecting oppressions."
"68",15512,"article","'Allowed to be there': The wider family and child protection."
"69",54080,"article","'Anti-oppressive practice': emancipation or appropriation?"
"70",49051,"article","'Anti-oppressiveness': critical comments on a discourse and its context."
"71",22713,"article","'Are you beginning to see a pattern here?' Family and medical discourses shape the story of Black infant mortality."
"72",15368,"article","'Baptism of fire': The first year in the life of a newly qualified social worker."
"73",17023,"article","'Becoming participant': Problematizing 'informed consent' in paticipatory research with young people in care."
"74",24359,"article","'Being Indian,' 'being American': A balancing act or a creative blend?"
"75",121823,"article","'Being Is Not Syntactical': Ethics as Intensities"
"76",120049,"article","'Boundaries of Sexual Safety': Men Who Have Sex with Men (MSM) and HIV/AIDS in Addis Ababa"
"77",16845,"article","'Building Jerusalem': Cultural relevance of social work education and practice in Botswana."
"78",21159,"article","'Building bridges': A case study of a collaborative research process."
"79",18780,"article","'Building our own monument': A social action group revisited."
"80",119031,"article","'Businessology' and Social Work"
"81",12035,"article","'But I'm too stressed to learn about groups!': Using stress-management groups to teach group work skills."
"82",4974,"article","'Button your lipsp'"
"83",14716,"article","'Call it personalisation if you like': The realities and dilemmas of organising care in a small rural community."
"84",22733,"article","'Can I come home?' The experiences of young runaways contacting the Message Home helpline."
"85",24681,"article","'Cast adrift': The experience of completing treatment among women with early stage breast cancer."
"86",15089,"article","'Child in need' plans: Tools for family empowerment."
"87",24521,"article","'Children in need' or 'young offenders'? Hardening ideology, organizational change and new challenges for social work with children in trouble."
"88",23477,"article","'Contact irregular': A qualitative analysis of the impact of visiting patterns of natural parents on foster placements."
"89",21335,"article","'Curiously Uninvolved': Social Work and Protest against the War in Vietnam."
"90",19510,"article","'Dad, where are we going to live now?' Exploring fathers' experiences of homelessness."
"91",20513,"article","'Dealing With It': Experiences of Young Fathers in and Leaving Care."
"92",85792,"article","'Did you see that, Mom?': Social Looking in Three-Year-Old Boys."
"93",24751,"article","'Dime con quien andas': Notions of Chicano and Mexican American families."
"94",10517,"article","'Do they see nothing wrong with this?': Bullying, bystander complicity, and the role of homophobic bias in the Tyler Clementi case."
"95",122457,"article","'Doing' Social Work: Critical Considerations on Theory and Practice in Social Work"
"96",24439,"article","'Don't shake the baby': Towards a prevention strategy."
"97",22260,"article","'Ending Welfare as We Know It' in 1960: Louisiana's Suitable Home Law."
"98",1975,"article","'Entering the developmental spiral': The Work of Michael F. Basch applied to clinical social work."
"99",21114,"article","'Everybody puts a lot into it!' Single session contacts in hospital social work."
"100",18110,"article","'Everyone started shouting': Making connections between the process of family group conferences and family therapy practice."
"101",14757,"article","'Everything has changed': Narratives of the Vietnamese American community in Post-Katrina Mississippi."
"102",2100,"article","'Far too little, far too slow': Toward a new and immediate strategy of rehabilitation for the elderly visually handicapped."
"103",26591,"article","'For kids only': Development of a program for children from families with a cancer patient."
"104",22712,"article","'For the family': Asian immigrant women's triple day."
"105",17406,"article","'For the sake of the children': Making sense of children and childhood in the context of child protection."
"106",122358,"article","'Fragmented authoritarianism' -- the facilitator behind the Chinese reform miracle: a case study in central China"
"107",25123,"article","'Friends in need': Designing and implementing a psychoeducational group for school children from drug-involved families."
"108",38318,"article","'From the frying pan into the fire': a case study of Rwandan refugees."
"109",85734,"article","'Funny Face': Shareware for child counseling and play therapy."
"110",25571,"article","'Gathering the spirit' at First Baptist Church: Spirituality as a protective factor in the lives of African American children."
"111",15557,"article","'Get Up. Stand Up.' Riding to resilience on a surfboard."
"112",767,"article","'Getting even': Clinical considerations of adaptive and maladaptive vengeance."
"113",18502,"article","'Getting to the root of problems': The Role of Systemic ideas in helping social work students to develop relationship-based Practice."
"114",24347,"article","'Give me strengths!' Evaluating the effectiveness of a graduate level HBSE course."
"115",21544,"article","'Given up hope of dying': A child protection approach to deliberate self-harm in adolescents admitted to a paediatric ward."
"116",18187,"article","'God' and other 'do-gooders': A comparison of the regulation of services provided by general practitioners and social workers in England."
"117",24580,"article","'Good lesbian, bad lesbian…': Regulating heterosexuality in fostering and adoption assessments."
"118",16389,"article","'Hanging on a little thin line': Barriers to progression and retention in social work education."
"119",23329,"article","'He survives everything': A latency-aged child with play disruption in the face of trauma and early object loss."
"120",24985,"article","'He's not Mr. Right, he's more like Mr. Now' Patrifocal and matrifocal discourses among homeless mothers in Kentucky."
"121",36821,"article","'He's not my carer—he's my husband': personal and policy constructions of care in mental health."
"122",15220,"article","'His mam, my dad, my girlfriend, loads of people used to bring him up': The value of social support for (ex) offender fathers."
"123",21695,"article","'How come I don't get asked no questions?' Researching 'hard to reach' children and teenagers."
"124",18942,"article","'How do I view my sister?' Stereotypic views of African American women and their potential to impact intimate partnerships."
"125",12132,"article","'How do you feel about studying social work?'—Social work students in Greece: Demands, support, feelings about their studies and attitudes towards themselves."
"126",23900,"article","'How low can you go?' Dilemmas of social work with asylum seekers in London."
"127",4797,"article","'How to Get Out and Stay Out': An educational videodisc for the chronically mentally ill."
"128",924,"article","'How to get out and stay out: The story of Cathy': An interactive videodisc simulation for psychiatric wellness education."
"129",20923,"article","'I Got Married to Get Free of Home': Young Women Living in Poverty in Israel."
"130",10307,"article","'I am not who I thought I was': Use of grief work to address disrupted identity among Hispanic adolescent immigrants."
"131",13788,"article","'I am the face of success': Peer mentors in child welfare."
"132",2523,"article","'I beg to differ': Conflict in the interdisciplinary team."
"133",23099,"article","'I cannot see flowers but I can smell them': The relation of age and gender to self-reported coping strategies among older adults with visual impairment."
"134",12066,"article","'I didn't know I could turn colors': Health problems and health care experiences of women strangled by an intimate partner."
"135",21379,"article","'I don't have a father'."
"136",122398,"article","'I had no choice because otherwise I was getting beat': Sexual Violence in intimate relationships"
"137",15033,"article","'I know how I feel': Listening to young people with life-limiting conditions who have learning and communication impairments."
"138",15554,"article","'I made some mistakes... But i love them dearly' the views of parents of children in informal kinship care."
"139",26022,"article","'I needed to be told that I hadn't failed': Experiences of violence against probation staff and of agency support."
"140",122446,"article","'I once knew a team where all the workers called the manager 'mother' Some reflections on supervision within an integrated leadership and management programme"
"141",23259,"article","'I raised my kids on the bus': Transit shift workers' coping strategies for parenting."
"142",23930,"article","'I shout with fear at night': Understanding the traumatic experiences of refugees and asylum seekers."
"143",11729,"article","'I stepped over a dead body …': Latina immigrant narratives of immigration and poverty."
"144",18216,"article","'I thought I wasn't creative but...'. Explorations of cultural capital with Liverpool young people."
"145",14403,"article","'I want to have my future, I have a dialogue': Social work in Sri Lanka between neo-capitalism and human rights."
"146",26548,"article","'I was born from the earth': Reconstructing the adoption self-narrative in the treatment of a preadolescent girl."
"147",10488,"article","'I work with the community, not the parties!' The political and practical dilemmas of South Africa's state-employed community development workers."
"148",19481,"article","'I'll Carry This Experience With Me Throughout My Studies and Future Career': Practice Tutorials and Students' Views on Social Work in Iraklio, Greece."
"149",20919,"article","'I'm Like a Tree a Million Miles from the Water's Edge': Social Care and Inclusion of Older People with Visual Impairment."
"150",17067,"article","'I'm glad you asked': Homeless clients with severe mental illness evaluate their residential care."
"151",25250,"article","'I'm just glad that I'm here': Stories of seven African-American HIV-affected grandmothers."
"152",16727,"article","'I'm not a performing monkey': Reflections on the emotional experience of developing a collaborative training initiative between service users and lecturer."
"153",23909,"article","'I'm still blessed': The assets and needs of HIV-affected caregivers over 50."
"154",23898,"article","'IDDEAL' best practices as generated from the Albanian Kosovar refugees' personal reality."
"155",22804,"article","'If This Is Week Three, We Must Be Doing 'Feelings'': An Essay on the Importance of Client-Paced Group Work."
"156",22056,"article","'If We Are All in the Same Canoe, Why Are We Using Different Paddles?': The Effective Use of Common Themes in Diverse Group Situations."
"157",15240,"article","'If we don't get back to where we were before': Working in the restructured non-profit social services."
"158",19905,"article","'If you could change one thing': Social service workers and restructuring."
"159",635,"article","'In hunger I am king': Understanding anorexia nervosa from a psychoanalytic perspective: Theoretical and clinical implications."
"160",26553,"article","'In sickness and in health': A group intervention for spouses caring for patients with brain tumors."
"161",36617,"article","'In the real world we're all put on the spot at some time or other, so you need to be prepared for it': an exploratory study of an oral method of assessing knowledge of mental health law."
"162",18115,"article","'Inclusive education': Teaching social work students to work with children."
"163",10845,"article","'Inherently risky?': Personal budgets for people with dementia and the risks of financial abuse: Findings from an interview-based study with adult safeguarding coordinators."
"164",47477,"article","'Institutionalizing the redemption ritual': Judicial rehabilitation in France."
"165",22749,"article","'Is This How I'll Be for the Rest of My Life?' The Human Experience of Obsessive-Compulsive Disorder and the Implications for Mental Health Social Work Practice."
"166",22866,"article","'It Doesn't End on the Last Day of Treatment': A Psychoeducational Intervention for Women After Adjuvant Treatment for Early Stage Breast Cancer."
"167",12256,"article","'It just crept in': The digital age and implications for social work practice."
"168",22489,"article","'It's Feminist Because I Say So!': Feminism, Social Work and Critical Practice in the UK."
"169",121496,"article","'It's Like a Tattoo': Rethinking Dominant Discourses on Grief"
"170",22882,"article","'It's Not the Easy Part': The Experience of Significant Others of Women with Early Stage Breast Cancer, at Treatment Completion."
"171",18182,"article","'It's a bonus, without it I wouldn't even have a visit': Parents' views of supervised contact centres in New Zealand."
"172",35946,"article","'It's like you can't be a whole person, a mother who studies'. Lifelong learning: mature women students with caring commitments in social work education."
"173",14180,"article","'It's murder out today': Middle school girls speak out about girl fighting."
"174",121322,"article","'It's not just about marriage; it's about antidiscrimination': The California Supreme Court Decision and the Future of Same-Sex Marriage in the United States: An Interview with Matt Coles, ACLU Lesbian, Gay, Bisexual, Transgender and AIDS Project"
"175",18147,"article","'It's really not easy to get help': Services to drought-affected families."
"176",17093,"article","'It's time it ended and yet I hesitate, I hesitate to end it': The emotional world of an old people's home."
"177",24024,"article","'Just like baking a cake': Women describe the necessary ingredients for successful reentry after incarceration."
"178",13579,"article","'Just say no': Organizing against militarism in public schools."
"179",13787,"article","'Keeping families and children in mind': An evaluation of a web‐based workforce resource."
"180",11261,"article","'Keeping it real': An evaluation audit of five years of youth-led program evaluation."
"181",23995,"article","'Kids and fires are no match': Fire and trauma prevention for teen parents."
"182",11490,"article","'Kinship by design' in England: Reconfiguring adoption from Blair to the coalition."
"183",121433,"article","'Knock-Knock!': ReVisioning Family and Home"
"184",14376,"article","'Knowing our society' and 'fighting against prejudices': How child welfare workers in Norway and England perceive the challenges of minority parents."
"185",10282,"article","'Leads' to expanded social networks, increased civic engagement and divisions within a community: The role of dogs."
"186",20679,"article","'Leavers' from TANF and AFDC: How Do They Fare Economically?"
"187",24367,"article","'Less is best'-- A group-based treatment program for persons with personality disorders."
"188",18357,"article","'Lifeworld', 'system' and family group conferences: Habermas's contribution to discourse in child protection."
"189",15465,"article","'Like a prison!': Homeless women's narratives of surviving shelter."
"190",14145,"article","'Like walking on eggshells': Service user views and expectations of the child protection system."
"191",15925,"article","'Listen: This really happened': Making sense of social work through story-telling."
"192",52878,"article","'Living for the brethren': idealism, social work's lost enlightenment strain."
"193",21665,"article","'Losers' and 'winners' within an intertwin dyad: A case of a twinship selfobject relationship of a twin."
"194",24664,"article","'Lost childhood': Lessons from the Holocaust: Implications for adult adjustment."
"195",24699,"article","'Make, make, make some music': Social group work with mothers and babies together."
"196",11400,"article","'Making it' versus satisfaction: How women raising young children in poverty assess how well they are doing."
"197",119291,"article","'Making the Necklace from the Beads': Integrating Theory and Values into the Development of Competence, Using a Workshop Model"
"198",2849,"article","'Marrying off' children as a developmental stage."
"199",18577,"article","'Messages from the research': Social services departments and Irish children and families in England and Wales."
"200",24753,"article","'Mi casa es su casa': Beginning exploration of Mexican Americans' natural helping."
"201",16788,"article","'Mingling together': Promoting the social inclusion of disabled children and young people during the school holidays."
"202",17192,"article","'More real than reality': A study of voice hearing."
"203",14503,"article","'More than words': Touch practices in child and family social work."
"204",10302,"article","'Mutual transformation'."
"205",121032,"article","'My Client Is Subversive!' Partnership and Patronage in Social Work"
"206",31622,"article","'My Mother Thinks that this is the Case, and so Does My Teacher. I, for My Part, Do Not Notice Any Difference': Methodological Reflections on Intersubjectivity in the Research Process with Children."
"207",12812,"article","'My brakes are broken': Case presentation of a latency-age boy struggling with affect regulation."
"208",1004,"article","'My client is subversivep' Partnership and patronage in social work."
"209",16135,"article","'My ever dear': Social work’s 'lesbian' foremothers—A call for scholarship."
"210",80830,"article","'My mom makes me so angry!' Adolescent perceptions of mother-child interactions as correlates of adolescent emotions."
"211",15098,"article","'My mother things that this is the case, and so does my teacher. I, for my part, do not notice any difference': Methodological reflections on intersubjectivity in the research process with children."
"212",14921,"article","'My son gave birth to me': Offending fathers—Generative, reflexive and risky?"
"213",52874,"article","'No Irish need apply': social work in Britain and the history and politics of exclusionary paradigms and practices."
"214",24003,"article","'No one else could understand': Women's experiences of a support group run by and for mothers of sexually abused children."
"215",10557,"article","'Not easily put into a box': Constructing professional identity."
"216",18993,"article","'Not prepared to care' and 'raising the bar': Case examples of building university-community partnerships in gerontological social work research."
"217",19748,"article","'Older but not Wiser': What Custodial Grandparents Want to Tell Social Workers about Raising Grandchildren."
"218",11497,"article","'Other children say you're not normal because you don't live with your parents'. Children's views of living with informal kinship carers: Social networks, stigma and attachment to carers."
"219",25383,"article","'Outside and Inside, Male and Female' reconsidered."
"220",25382,"article","'Ox hunger': Psychoanalytic explorations of bulimia nervosa."
"221",15224,"article","'Pains of imprisonment : Narratives of the women partners and children of the incarcerated."
"222",21826,"article","'Perpetual Liminality': Re-readings of Subjectivity and Diversity in Clinical Social Work Classrooms."
"223",18130,"article","'Polyphonic' welfare: Luhmann's systems theory applied to modern social work."
"224",25158,"article","'Positive feelings': Group support for children of HIV-infected mothers."
"225",19578,"article","'Put Up' on Platforms: A History of Twentieth Century Adoption Policy in the United States."
"226",13587,"article","'Queen of the world': Experiences of 'at-risk' young people participating in equine-assisted learning/therapy."
"227",18557,"article","'Queer eye' for social work: Rethinking pedagogy and practice with same-sex attracted young people."
"228",18158,"article","'Race', ethnicity and child welfare: A fine balancing act."
"229",18352,"article","'Reading' in professional practice: How social work practice assessors access knowledge and information."
"230",20755,"article","'Religion Is the Finding Thing': An Evolving Spirituality in Late Life."
"231",916,"article","'Responsibility at-risk': Perceptions of stress, control and professional effectiveness in child welfare direct practitioners."
"232",45249,"article","'Revisiting Barra': Changes in th structure and delivery of social work services in the Outer Hebrides-are rural tenets still alive?"
"233",25455,"article","'Safe places to go and things to do': Political texts from urban youth of color."
"234",15560,"article","'School was just a nightmare': Childhood abuse and neglect and school experiences."
"235",19388,"article","'Seen and Not Heard' Sociological Approaches to Childhood: Black Children, Agency and Implications for Child Welfare."
"236",21296,"article","'Seen but not heard'--Young people's experience of advocacy."
"237",26095,"article","'Self-help': Perceptions of Israeli students in the helping professions."
"238",18752,"article","'Separation guilt' in women who initiate divorce."
"239",664,"article","'Shadows of the heart': A dramatic video for the treatment resistance of spouse abusers."
"240",1689,"article","'She foreswore her womanhood': Psychoanalytic views of female homosexuality."
"241",19511,"article","'Sitting on the mourning bench': Mental health workers and an elderly client."
"242",13829,"article","'So I just took over': African American daughters' caregiving for parents with heart failure."
"243",25868,"article","'Social work idealism' and students' perceived reasons for entering social work."
"244",1854,"article","'Sorting out' within a 'troika': Treatment of neurologically based learning disabilities in children."
"245",88800,"article","'Speak roughly to your little boy?' Sex differences in the relations between parenting and preschoolers' understanding of mind."
"246",14821,"article","'Speaking back' to fear: Responding to the moral dilemmas of risk in social work practice."
"247",5079,"article","'Speech is silvern, but silence is golden': Day hospital treatment of two electively mute children."
"248",26032,"article","'Straight talk': The effectiveness of a psychoeducational group intervention for heterosexuals with HIV/AIDS."
"249",18426,"article","'Sugar and spice but not always nice': Gender socialization and its impact on development and maintenance of aggression in adolescent girls."
"250",12425,"article","'Talking in a new way': Older individuals' experiences of group work in an acute psychiatric ward."
"251",85731,"article","'Talking it out': A computer-based mediation process for adolescents."
"252",19891,"article","'Talking to My Mum': Developing Communication Between Mothers and Children in the Aftermath of Domestic Violence."
"253",22200,"article","'The Power of Place': Another Look at the Environment."
"254",20289,"article","'The Speech of the Suffering Soul': Four Readings of William Styron's Darkness Visible."
"255",11300,"article","'The West Point of the philanthropic service': Reconsidering social work’s welcome to women in the early twentieth century."
"256",44820,"article","'The billion dollar question': Embedding prevention in older peoples's services-ten 'high-impact' changes."
"257",10844,"article","'The billion dollar question': Embedding prevention in older people’s services—Ten 'high-impact' changes."
"258",55761,"article","'The company of neighbors': building social support through the use of ethnography."
"259",26389,"article","'The company of neighbours': Building social support through the use of ethnography."
"260",25150,"article","'The past, the present, but never the future': Thematic representations of fostering disruption."
"261",19457,"article","'The real work is what they do together': Peer support and birth parent change."
"262",17619,"article","'The times they are a changing' - Post qualifying training needs of social work managers."
"263",18111,"article","'The tip of the ice berg': Children's complaints and advocacy in Wales--An insider view from complaints officers."
"264",24647,"article","'Therapeutizing' research: The positive impact of family-focused research on participants."
"265",17246,"article","'There are wonderful social workers but it's a lottery': Older people's views about social workers."
"266",13309,"article","'There's always this sense of failure': An interpretative phenomenological analysis of primary care counsellors' experiences of working with the borderline client."
"267",120006,"article","'These girls gave me AIDS. Why should I use condoms?' Clients of Sex Workers in Kamathipura Express Their Attitudes About HIV"
"268",12124,"article","'They treat us like pests:' undocumented immigrant experiences obtaining health care in the wake of a 'crackdown' ordinance."
"269",17474,"article","'They won't come': Increasing parent involvement in parent management training programs for at-risk youths in schools."
"270",13027,"article","'They're there for you': Men's relationships with companion animals."
"271",26658,"article","'Things were different then': Countertransference issues for younger female therapists working with older female clients."
"272",18744,"article","'This is who we are and this is what we do': Social work education and self-efficacy."
"273",18251,"article","'Thoughtful' practice: Child care social work and the role of case discussion."
"274",130,"article","'Till death do us part': The application of object relations theory to facilitate mourning in a young widows' group."
"275",12544,"article","'To all people of good will': Catholic social teaching, natural law, and racial disproportionality in social work."
"276",122109,"article","'Trans'cending Barriers: Transgender Organizing on the Internet"
"277",14408,"article","'Treat me don't beat me'....Exploring supervisory games and their effect on poor performance management."
"278",23546,"article","'Truth and reconciliation': Workers' fear of conflict in groups."
"279",23271,"article","'Undeserving mothers?' Practitioners experiences working with young mothers in/from care."
"280",76181,"article","'Vulnerability’: Handle with care."
"281",11962,"article","'Waiting for the White man to fix things': Rebuilding Black poverty in New Orleans."
"282",18218,"article","'Ways of knowing and showing': Imagination and representation in feminist participatory social research."
"283",15697,"article","'We are not criminals': Social work advocacy and unauthorized migrants."
"284",11341,"article","'We are radical': The right to the city alliance and the future of community organizing."
"285",11785,"article","'We didn’t have to talk': Adolescent perception of mentor–mentee relationships in an evaluation study of a mentoring program for adolescents with juvenile diabetes."
"286",12671,"article","'We don't have a back-up plan': An exploration of family contingency planning for emergencies following stroke."
"287",17155,"article","'We don't see her as a social worker': A service user case study of the importance of the social worker's relationship and humanity."
"288",80548,"article","'We got to figure it out': Information-sharing and siblings' negotiations of conflicts of interests."
"289",21305,"article","'We just happen to live here': Two social works share their stories about Oregon's Death with Dignity Law."
"290",45145,"article","'We'er all going Bali': Utilising Gamelan as an educational resource for leadership and teamwork in post-qualifying education in health and social care."
"291",11439,"article","'We're all going Bali': Utilising Gamelan as an educational resource for leadership and teamwork in post-qualifying education in health and social care."
"292",122625,"article","'We've stood on that precipice'"
"293",23563,"article","'Well, we've all got to get old haven't we?': Reflections of older people with intellectual disabilities on aging and change."
"294",20200,"article","'What Could Happen and What Couldn't Happen': A Poetry Club for Kids."
"295",18572,"article","'What about feelings?': A study of emotion and tension in social work field education."
"296",17579,"article","'What about the gray area?': College women's reflections on the sex talk and abstinence."
"297",16407,"article","'What about women?' Historical perspectives on the CSWE Council on the Role and Status of Women in Social Work Education (Women's Council)."
"298",76185,"article","'What are we to do about difference?': Race, culture and the ethical encounter."
"299",58182,"article","'What's goin' on in there?!?!?': alliance formation with parents whose children are in group treatment."
"300",37877,"article","'Whatever you say, say something': the education, training and practice of mental health social workers in Northern Ireland."
"301",16048,"article","'When you are tired or terrified your voice slips back into its old first place': The role of feelings in community mental health practice with forensic patients."
"302",11800,"article","'Where are my rights?' Compromised citizenship in mixed-status marriage: A research note."
"303",20843,"article","'Who Do I Tell?' Support and Consultation in Cases of Ethical Conflict."
"304",26016,"article","'Who would find you?' A question for working with suicidal children and adolescents."
"305",122330,"article","'Who's Protected?' Exploring Perceptions of Domestic Violence Law by Lesbians, Gays, and Bisexuals"
"306",20733,"article","'Wholly within the discretion of the probate court': Judicial Authority and Mothers' Pensions in Michigan, 1913-1940."
"307",37568,"article","'Who’s crying for whom?’ Setting up an under five's counselling service in a social services family centre."
"308",12125,"article","'Why is this not social work?' The contribution of 'non-traditional' placements in preparing social work students for practice."
"309",21633,"article","'Won't be weighted down:' Richard R. Wright, Jr.'s contributions to social work and social welfare."
"310",82124,"article","'Would others think it is okay to express my feelings?' Regulation of anger, sadness and physical pain in Gujarati children in India."
"311",17687,"article","'You can't tie and untie love that fast': Family preservation and reunification in midcentury Philadelphia."
"312",18734,"article","'You didn't throw us to the wolves': Problem-based learning in a social work family class."
"313",12838,"article","'You get more respect,’ reasons for sex among African American high school youth: A qualitative study."
"314",16894,"article","'You gotta start thinking like a parent': Hopes, dreams, and concerns of ethnic minority adolescent parents."
"315",79723,"article","'You'd be good at that’: Gender patterns in parent-child talk about courses."
"316",18070,"article","'You're nothing but a junkie': Multiple experiences of stigma in an aging methadone maintenance population."
"317",15515,"article","'You've got to be a saint to be a social worker.' The (mis)operation of fitness to practise processes for students already registered onto English social work training programmes."
"318",22730,"article","'Your friends don't understand': Invisibility and unmet need in the lives of 'young carers'."
"319",16132,"article","'Your mind is the battlefield': South African trainee health workers engage with the past."
"320",17445,"article","(Dis)counted stories: Domestic violence and lesbians."
"321",12351,"article","(In)(out)sider(s): White immigrant PhD students reflecting on their teaching experience."
"322",1358,"article","(Mini-SCID): Structured clinical interview for DSM-III—R."
"323",32298,"article","(Not So) Gently Down the Stream: Choosing Targets to Ameliorate Health Disparities."
"324",19734,"article","(One Hundred and) Ten Years Later, Students in Foster Care Still Need Our Help!"
