"","articleID","title","year"
"223",283,"Research on Social Work Practice","1995"
"224",284,"Research on Social Work Practice","1995"
"225",285,"Research on Social Work Practice","1995"
"226",286,"Research on Social Work Practice","1995"
"227",287,"Research on Social Work Practice","1995"
"228",288,"Families in Society","1995"
"229",289,"Families in Society","1995"
"230",290,"Families in Society","1995"
"231",291,"Families in Society","1995"
"232",292,"Families in Society","1995"
"233",293,"Families in Society","1995"
"234",294,"Social Work Research","1995"
"235",295,"Social Work Research","1995"
"236",296,"Social Work Research","1995"
"237",297,"Social Work Research","1995"
"238",298,"Social Work Research","1995"
"239",299,"Journal of Sociology & Social Welfare","1995"
"240",300,"Social Work","1995"
"241",301,"Social Work","1995"
"242",302,"Social Work","1995"
"243",303,"Social Work","1995"
"244",304,"Social Work","1995"
"245",305,"Social Work","1995"
"246",306,"Social Work","1995"
"247",307,"Journal of Sociology & Social Welfare","1995"
"248",308,"Families in Society","1995"
"249",309,"Families in Society","1995"
"250",310,"Families in Society","1995"
"251",311,"Families in Society","1995"
"252",312,"Social Work Research","1995"
"253",313,"Child & Adolescent Social Work Journal","1995"
"254",314,"Child & Adolescent Social Work Journal","1995"
"255",315,"Child & Adolescent Social Work Journal","1995"
"256",316,"Child & Adolescent Social Work Journal","1995"
"257",317,"Child & Adolescent Social Work Journal","1995"
"258",318,"Health & Social Work","1995"
"259",319,"Health & Social Work","1995"
"260",320,"Health & Social Work","1995"
"261",321,"Health & Social Work","1995"
"262",322,"Health & Social Work","1995"
"263",323,"Health & Social Work","1995"
"264",324,"Health & Social Work","1995"
"265",325,"Health & Social Work","1995"
"266",326,"British Journal of Social Work","1995"
"267",327,"British Journal of Social Work","1995"
"268",328,"British Journal of Social Work","1995"
"269",329,"Health & Social Work","1995"
"270",330,"International Social Work","1995"
"271",331,"International Social Work","1995"
"272",332,"International Social Work","1995"
"273",333,"Social Work","1995"
"274",334,"Social Work","1995"
"275",335,"Social Work","1995"
"276",336,"Social Work","1995"
"277",337,"Social Work","1995"
"278",338,"Social Work","1995"
"279",339,"Social Work","1995"
"280",340,"Social Work","1995"
"281",341,"Social Development","1995"
"282",342,"Social Development","1995"
"283",343,"Social Development","1995"
"284",344,"Social Development","1995"
"285",345,"Social Development","1995"
"286",346,"Social Development","1995"
"287",347,"Research on Social Work Practice","1995"
"288",348,"Research on Social Work Practice","1995"
"289",349,"Research on Social Work Practice","1995"
"290",350,"Research on Social Work Practice","1995"
"291",351,"Research on Social Work Practice","1995"
"292",352,"Research on Social Work Practice","1995"
"293",353,"Smith College Studies in Social Work","1995"
"294",354,"Clinical Social Work Journal","1995"
"295",355,"Clinical Social Work Journal","1995"
"296",356,"Clinical Social Work Journal","1995"
"297",357,"Clinical Social Work Journal","1995"
"298",358,"Clinical Social Work Journal","1995"
"299",359,"Journal of Sociology & Social Welfare","1995"
"300",360,"Journal of Sociology & Social Welfare","1995"
"301",361,"Journal of Sociology & Social Welfare","1995"
"302",362,"Journal of Sociology & Social Welfare","1995"
"303",363,"Families in Society","1995"
"304",364,"Families in Society","1995"
"305",365,"Social Work Research","1995"
"306",366,"British Journal of Social Work","1995"
"307",367,"British Journal of Social Work","1995"
"308",368,"British Journal of Social Work","1995"
"309",369,"British Journal of Social Work","1995"
"310",370,"British Journal of Social Work","1995"
"311",371,"Social Work Research","1995"
"312",372,"Social Work Research","1995"
"313",373,"Families in Society","1995"
"314",374,"Clinical Social Work Journal","1995"
"315",375,"Families in Society","1995"
"316",376,"Families in Society","1995"
"317",377,"Families in Society","1995"
"318",378,"Smith College Studies in Social Work","1995"
"319",379,"Smith College Studies in Social Work","1995"
"320",380,"Child & Adolescent Social Work Journal","1995"
"321",381,"Child & Adolescent Social Work Journal","1995"
"322",382,"Child & Adolescent Social Work Journal","1995"
"323",383,"Child & Adolescent Social Work Journal","1995"
"324",384,"Child & Adolescent Social Work Journal","1995"
"325",385,"Families in Society","1995"
"326",386,"Families in Society","1995"
"327",387,"Families in Society","1995"
"328",388,"Families in Society","1995"
"329",389,"Health & Social Work","1995"
"330",390,"Health & Social Work","1995"
"331",391,"Health & Social Work","1995"
"332",392,"Health & Social Work","1995"
"333",393,"Health & Social Work","1995"
"334",394,"Health & Social Work","1995"
"335",395,"Social Work","1995"
"336",396,"Social Work","1995"
"337",397,"Social Work","1995"
"338",398,"Social Work","1995"
"339",399,"Social Work","1995"
"340",400,"Social Work","1995"
"341",401,"Social Work","1995"
"342",402,"Social Work","1995"
"343",403,"Social Work","1995"
"344",404,"Social Work","1995"
"345",405,"Social Work","1995"
"346",406,"Social Work","1995"
"347",407,"Child & Adolescent Social Work Journal","1995"
"348",408,"Child & Adolescent Social Work Journal","1995"
"349",409,"Child & Adolescent Social Work Journal","1995"
"350",410,"Child & Adolescent Social Work Journal","1995"
"351",411,"British Journal of Social Work","1995"
"352",412,"British Journal of Social Work","1995"
"353",413,"British Journal of Social Work","1995"
"354",414,"British Journal of Social Work","1995"
"355",415,"British Journal of Social Work","1995"
"356",416,"British Journal of Social Work","1995"
"357",417,"International Social Work","1995"
"358",418,"International Social Work","1995"
"359",419,"Research on Social Work Practice","1995"
"360",420,"Families in Society","1995"
"361",421,"Research on Social Work Practice","1995"
"362",422,"Research on Social Work Practice","1995"
"363",423,"Research on Social Work Practice","1995"
"364",424,"Families in Society","1995"
"365",425,"Families in Society","1995"
"366",426,"Families in Society","1995"
"367",427,"Research on Social Work Practice","1995"
"368",428,"Social Work","1995"
"369",429,"Social Work","1995"
"370",430,"Social Work","1995"
"371",431,"Social Work","1995"
"372",432,"Social Work","1995"
"373",433,"Social Work","1995"
"374",434,"Social Work","1995"
"375",435,"Social Work","1995"
"376",437,"Social Work","1995"
"377",438,"Social Work","1995"
"378",439,"Social Work","1995"
"379",440,"Social Work","1995"
"380",441,"Clinical Social Work Journal","1995"
"381",442,"Clinical Social Work Journal","1995"
"382",443,"Clinical Social Work Journal","1995"
"383",444,"Clinical Social Work Journal","1995"
"384",445,"Clinical Social Work Journal","1995"
"385",446,"Clinical Social Work Journal","1995"
"386",447,"Clinical Social Work Journal","1995"
"387",448,"Smith College Studies in Social Work","1995"
"388",449,"Smith College Studies in Social Work","1995"
"389",450,"Smith College Studies in Social Work","1995"
"390",451,"Smith College Studies in Social Work","1995"
"391",452,"Social Work Research","1995"
"392",453,"Social Work Research","1995"
"393",454,"Social Work Research","1995"
"394",455,"Social Work Research","1995"
"395",456,"Families in Society","1995"
"396",457,"Families in Society","1995"
"397",458,"Families in Society","1995"
"398",459,"Social Development","1995"
"399",460,"Social Development","1995"
"400",461,"Social Development","1995"
"401",462,"Social Development","1995"
"402",463,"Social Development","1995"
"403",464,"Social Development","1995"
"404",465,"Social Development","1995"
"405",466,"Health & Social Work","1995"
"406",467,"Health & Social Work","1995"
"407",468,"Health & Social Work","1995"
"408",469,"Health & Social Work","1995"
"409",470,"Health & Social Work","1995"
"410",471,"Health & Social Work","1995"
"411",472,"Child & Adolescent Social Work Journal","1995"
"412",473,"British Journal of Social Work","1995"
"413",474,"Child & Adolescent Social Work Journal","1995"
"414",475,"Child & Adolescent Social Work Journal","1995"
"415",476,"British Journal of Social Work","1995"
"416",477,"Child & Adolescent Social Work Journal","1995"
"417",478,"Families in Society","1995"
"418",479,"Families in Society","1995"
"419",480,"Families in Society","1995"
"420",481,"Families in Society","1995"
"421",482,"Psychoanalytic Social Work","1995"
"422",483,"Psychoanalytic Social Work","1995"
"423",484,"Psychoanalytic Social Work","1995"
"424",485,"Journal of Social Service Research","1995"
"425",486,"Journal of Social Service Research","1995"
"426",487,"Journal of Social Service Research","1995"
"427",488,"Social Work With Groups","1995"
"428",489,"Social Work With Groups","1995"
"429",490,"Social Work With Groups","1995"
"430",491,"Social Work in Health Care","1995"
"431",492,"Social Work in Health Care","1995"
"432",493,"Social Work in Health Care","1995"
"433",494,"Social Work in Health Care","1995"
"434",495,"Social Work in Health Care","1995"
"435",496,"Social Work in Health Care","1995"
"436",497,"Social Work in Health Care","1995"
"437",498,"Social Work in Health Care","1995"
"438",499,"Social Work in Health Care","1995"
"439",500,"Social Work in Health Care","1995"
"440",501,"Social Work in Health Care","1995"
"441",502,"Social Work in Health Care","1995"
"442",503,"Social Work in Health Care","1995"
"443",504,"Journal of Gerontological Social Work","1995"
"444",505,"Journal of Gerontological Social Work","1995"
"445",506,"Journal of Gerontological Social Work","1995"
"446",507,"Journal of Gerontological Social Work","1995"
"447",508,"Journal of Gerontological Social Work","1995"
"448",509,"Journal of Gerontological Social Work","1995"
"449",510,"Journal of Gerontological Social Work","1995"
"450",511,"Journal of Gerontological Social Work","1995"
"451",512,"Social Work in Health Care","1995"
"452",513,"Social Work in Health Care","1995"
"453",514,"Social Work in Health Care","1995"
"454",515,"Journal of Gerontological Social Work","1995"
"455",516,"Journal of Gerontological Social Work","1995"
"456",517,"Journal of Gerontological Social Work","1995"
"457",518,"Journal of Gerontological Social Work","1995"
"458",519,"Journal of Gerontological Social Work","1995"
"459",520,"Journal of Gerontological Social Work","1995"
"460",521,"Journal of Gerontological Social Work","1995"
"461",522,"Journal of Gerontological Social Work","1995"
"462",523,"Journal of Gerontological Social Work","1995"
"463",524,"Journal of Social Service Research","1995"
"464",525,"Journal of Social Service Research","1995"
"465",526,"Journal of Social Service Research","1995"
"466",527,"Journal of Social Service Research","1995"
"467",528,"Social Work With Groups","1995"
"468",529,"Social Work With Groups","1995"
"469",530,"Journal of Technology in Human Services","1995"
"470",531,"Journal of Technology in Human Services","1995"
"471",532,"Journal of Technology in Human Services","1995"
"472",533,"Journal of Technology in Human Services","1995"
"473",534,"Journal of Technology in Human Services","1995"
"474",535,"Journal of Technology in Human Services","1995"
"475",536,"Journal of Technology in Human Services","1995"
"476",537,"Journal of Technology in Human Services","1995"
"477",538,"Journal of Technology in Human Services","1995"
"478",539,"Journal of Technology in Human Services","1995"
"479",540,"Journal of Technology in Human Services","1995"
"480",541,"Journal of Technology in Human Services","1995"
"481",542,"Journal of Technology in Human Services","1995"
"482",543,"Journal of Technology in Human Services","1995"
"483",544,"Journal of Technology in Human Services","1995"
"484",545,"Journal of Technology in Human Services","1995"
"485",546,"Journal of Technology in Human Services","1995"
"486",547,"Journal of Social Service Research","1995"
"487",548,"Journal of Social Service Research","1995"
"488",549,"Journal of Social Service Research","1995"
"489",550,"Social Work With Groups","1995"
"490",551,"Social Work With Groups","1995"
"491",552,"Social Work With Groups","1995"
"492",553,"Social Work With Groups","1995"
"493",554,"Social Work in Health Care","1995"
"494",555,"Social Work in Health Care","1995"
"495",556,"Social Work in Health Care","1995"
"496",557,"Social Work in Health Care","1995"
"497",558,"Journal of Social Service Research","1995"
"498",559,"Journal of Social Service Research","1995"
"499",560,"Journal of Social Service Research","1995"
"500",561,"Social Work With Groups","1995"
"501",562,"Social Work With Groups","1995"
"502",563,"Social Work With Groups","1995"
"503",564,"Social Work With Groups","1995"
"504",565,"Social Work With Groups","1995"
"505",566,"Social Work With Groups","1995"
"506",567,"Social Work With Groups","1995"
"507",568,"Journal of Gerontological Social Work","1995"
"508",569,"Social Work in Health Care","1995"
"509",570,"Social Work With Groups","1995"
"510",571,"Social Work With Groups","1995"
"511",572,"Social Work With Groups","1995"
"512",573,"Social Work With Groups","1995"
"513",574,"Social Work With Groups","1995"
"514",575,"Social Work With Groups","1995"
"515",576,"Social Work With Groups","1995"
"516",577,"Social Work With Groups","1995"
"517",578,"Social Work With Groups","1995"
"518",579,"Social Work With Groups","1995"
"519",580,"Social Work","1995"
"520",581,"Social Work","1995"
"521",582,"Social Work","1995"
"522",583,"Social Work","1995"
"523",584,"Social Work","1995"
"524",585,"Social Work","1995"
"525",586,"Social Work","1995"
"526",587,"Social Work","1995"
"527",588,"Social Work","1995"
"528",589,"Social Work","1995"
"529",590,"Social Work","1995"
"530",591,"Social Work","1995"
"531",592,"Social Work in Health Care","1995"
"532",593,"Social Work in Health Care","1995"
"533",594,"Social Work in Health Care","1995"
"534",595,"Social Work in Health Care","1995"
"535",596,"Social Work in Health Care","1995"
"536",597,"Social Work in Health Care","1995"
"537",598,"International Social Work","1995"
"538",599,"Research on Social Work Practice","1995"
"539",600,"Research on Social Work Practice","1995"
"540",601,"Research on Social Work Practice","1995"
"541",602,"Research on Social Work Practice","1995"
"542",603,"Families in Society","1995"
"543",604,"Families in Society","1995"
"544",605,"Research on Social Work Practice","1995"
"545",606,"Families in Society","1995"
"546",607,"Families in Society","1995"
"547",608,"Families in Society","1995"
"548",609,"Research on Social Work Practice","1995"
"549",610,"Research on Social Work Practice","1995"
"550",611,"Social Work Research","1994"
"551",612,"Social Work Research","1994"
"552",613,"Social Work Research","1994"
"553",614,"Social Work Research","1994"
"554",615,"Social Work Research","1994"
"555",616,"British Journal of Social Work","1994"
"556",617,"British Journal of Social Work","1994"
"557",618,"British Journal of Social Work","1994"
"558",619,"British Journal of Social Work","1994"
"559",620,"Child & Adolescent Social Work Journal","1994"
"560",621,"Child & Adolescent Social Work Journal","1994"
"561",622,"Child & Adolescent Social Work Journal","1994"
"562",623,"Child & Adolescent Social Work Journal","1994"
"563",624,"Child & Adolescent Social Work Journal","1994"
"564",625,"Clinical Social Work Journal","1994"
"565",626,"Journal of Sociology & Social Welfare","1994"
"566",627,"Journal of Sociology & Social Welfare","1994"
"567",628,"Clinical Social Work Journal","1994"
"568",629,"Journal of Sociology & Social Welfare","1994"
"569",630,"Journal of Sociology & Social Welfare","1994"
"570",631,"Clinical Social Work Journal","1994"
"571",632,"Clinical Social Work Journal","1994"
"572",633,"Clinical Social Work Journal","1994"
"573",634,"Clinical Social Work Journal","1994"
"574",635,"Clinical Social Work Journal","1994"
"575",636,"Families in Society","1994"
"576",637,"Families in Society","1994"
"577",638,"Families in Society","1994"
"578",639,"Families in Society","1994"
"579",640,"Families in Society","1994"
"580",641,"Smith College Studies in Social Work","1994"
"581",642,"Smith College Studies in Social Work","1994"
"582",643,"Social Development","1994"
"583",644,"Social Development","1994"
"584",645,"Social Development","1994"
"585",646,"Social Development","1994"
"586",647,"Social Development","1994"
"587",648,"Social Development","1994"
"588",649,"Social Development","1994"
"589",650,"Families in Society","1994"
"590",651,"Families in Society","1994"
"591",652,"Families in Society","1994"
"592",653,"Families in Society","1994"
"593",654,"Social Work","1994"
"594",655,"Social Work","1994"
"595",656,"Health & Social Work","1994"
"596",657,"Health & Social Work","1994"
"597",658,"Health & Social Work","1994"
"598",659,"Social Work","1994"
"599",660,"Health & Social Work","1994"
"600",661,"Health & Social Work","1994"
"601",662,"Health & Social Work","1994"
"602",663,"Health & Social Work","1994"
"603",664,"Social Work","1994"
"604",665,"Social Work","1994"
"605",666,"Social Work","1994"
"606",667,"Social Work","1994"
"607",668,"Social Work","1994"
"608",669,"Research on Social Work Practice","1994"
"609",670,"British Journal of Social Work","1994"
"610",671,"Research on Social Work Practice","1994"
"611",672,"British Journal of Social Work","1994"
"612",673,"British Journal of Social Work","1994"
"613",674,"British Journal of Social Work","1994"
"614",675,"Research on Social Work Practice","1994"
"615",676,"International Social Work","1994"
"616",677,"International Social Work","1994"
"617",678,"Child & Adolescent Social Work Journal","1994"
"618",679,"Child & Adolescent Social Work Journal","1994"
"619",680,"Child & Adolescent Social Work Journal","1994"
"620",681,"International Social Work","1994"
"621",682,"Child & Adolescent Social Work Journal","1994"
"622",683,"Child & Adolescent Social Work Journal","1994"
"623",684,"Families in Society","1994"
"624",685,"Families in Society","1994"
"625",686,"Families in Society","1994"
"626",687,"Families in Society","1994"
"627",688,"Families in Society","1994"
"628",689,"Families in Society","1994"
"629",690,"Social Work Research","1994"
"630",691,"Social Work Research","1994"
"631",692,"Social Work Research","1994"
"632",693,"Journal of Sociology & Social Welfare","1994"
"633",694,"Journal of Sociology & Social Welfare","1994"
"634",695,"Journal of Sociology & Social Welfare","1994"
"635",696,"Journal of Sociology & Social Welfare","1994"
"636",697,"Social Work","1994"
"637",698,"Social Work","1994"
"638",699,"Clinical Social Work Journal","1994"
"639",700,"Social Work","1994"
"640",701,"Families in Society","1994"
"641",702,"Social Work","1994"
"642",703,"Social Work","1994"
"643",704,"Social Work","1994"
"644",706,"Families in Society","1994"
"645",707,"Families in Society","1994"
"646",708,"Families in Society","1994"
"647",709,"Families in Society","1994"
"648",710,"Clinical Social Work Journal","1994"
"649",711,"Clinical Social Work Journal","1994"
"650",712,"Clinical Social Work Journal","1994"
"651",713,"Clinical Social Work Journal","1994"
"652",714,"Clinical Social Work Journal","1994"
"653",715,"Social Work","1994"
"654",716,"Social Work","1994"
"655",717,"Families in Society","1994"
"656",718,"Social Work","1994"
"657",719,"Social Work","1994"
"658",720,"Child & Adolescent Social Work Journal","1994"
"659",721,"Child & Adolescent Social Work Journal","1994"
"660",722,"Child & Adolescent Social Work Journal","1994"
"661",723,"Child & Adolescent Social Work Journal","1994"
"662",724,"British Journal of Social Work","1994"
"663",725,"British Journal of Social Work","1994"
"664",726,"British Journal of Social Work","1994"
"665",727,"British Journal of Social Work","1994"
"666",728,"Health & Social Work","1994"
"667",729,"Health & Social Work","1994"
"668",730,"Health & Social Work","1994"
"669",731,"Health & Social Work","1994"
"670",732,"Health & Social Work","1994"
"671",733,"Health & Social Work","1994"
"672",734,"Health & Social Work","1994"
"673",735,"Health & Social Work","1994"
"674",736,"Health & Social Work","1994"
"675",737,"Research on Social Work Practice","1994"
"676",738,"Research on Social Work Practice","1994"
"677",739,"Research on Social Work Practice","1994"
"678",740,"Research on Social Work Practice","1994"
"679",741,"Research on Social Work Practice","1994"
"680",742,"Research on Social Work Practice","1994"
"681",743,"Research on Social Work Practice","1994"
"682",744,"Social Work","1994"
"683",745,"Social Work","1994"
"684",746,"Social Work","1994"
"685",747,"Social Work","1994"
"686",748,"Social Work","1994"
"687",749,"Social Work","1994"
"688",750,"Social Work","1994"
"689",751,"Social Work","1994"
"690",752,"Social Development","1994"
"691",753,"Social Development","1994"
"692",754,"Social Development","1994"
"693",755,"Social Development","1994"
"694",756,"Social Development","1994"
"695",757,"International Social Work","1994"
"696",758,"International Social Work","1994"
"697",759,"International Social Work","1994"
"698",760,"International Social Work","1994"
"699",761,"Clinical Social Work Journal","1994"
"700",762,"Clinical Social Work Journal","1994"
"701",763,"Clinical Social Work Journal","1994"
"702",764,"Clinical Social Work Journal","1994"
"703",765,"Clinical Social Work Journal","1994"
"704",767,"Clinical Social Work Journal","1994"
"705",768,"Smith College Studies in Social Work","1994"
"706",769,"Smith College Studies in Social Work","1994"
"707",770,"Smith College Studies in Social Work","1994"
"708",771,"Smith College Studies in Social Work","1994"
"709",772,"Smith College Studies in Social Work","1994"
